"site_index","site_id","label","threshold","element","count","total_atoms","proportion"
14,"1b76A","NUC",10,"P",0,451,0
14,"1b76A","NUC",10,"S",2,451,0.00443458980044346
15,"1b8aB","NUC",10,"C",271,435,0.622988505747126
15,"1b8aB","NUC",10,"N",81,435,0.186206896551724
15,"1b8aB","NUC",10,"O",83,435,0.190804597701149
15,"1b8aB","NUC",10,"P",0,435,0
15,"1b8aB","NUC",10,"S",0,435,0
16,"1bcpE","NUC",10,"C",124,193,0.642487046632124
16,"1bcpE","NUC",10,"N",31,193,0.160621761658031
16,"1bcpE","NUC",10,"O",35,193,0.181347150259067
16,"1bcpE","NUC",10,"P",0,193,0
16,"1bcpE","NUC",10,"S",3,193,0.0155440414507772
17,"1bi9D","NUC",10,"C",244,369,0.661246612466125
17,"1bi9D","NUC",10,"N",61,369,0.165311653116531
17,"1bi9D","NUC",10,"O",62,369,0.168021680216802
17,"1bi9D","NUC",10,"P",0,369,0
17,"1bi9D","NUC",10,"S",2,369,0.00542005420054201
18,"1bofA","NUC",10,"C",256,419,0.610978520286396
18,"1bofA","NUC",10,"N",76,419,0.181384248210024
18,"1bofA","NUC",10,"O",85,419,0.202863961813842
18,"1bofA","NUC",10,"P",0,419,0
18,"1bofA","NUC",10,"S",2,419,0.00477326968973747
19,"1br1A","NUC",10,"C",267,432,0.618055555555556
19,"1br1A","NUC",10,"N",80,432,0.185185185185185
19,"1br1A","NUC",10,"O",83,432,0.19212962962963
19,"1br1A","NUC",10,"P",0,432,0
19,"1br1A","NUC",10,"S",2,432,0.00462962962962963
20,"1br2A","NUC",10,"C",285,452,0.630530973451327
20,"1br2A","NUC",10,"N",78,452,0.172566371681416
20,"1br2A","NUC",10,"O",87,452,0.192477876106195
20,"1br2A","NUC",10,"P",0,452,0
20,"1br2A","NUC",10,"S",2,452,0.00442477876106195
21,"1byuB","NUC",10,"C",189,307,0.615635179153095
21,"1byuB","NUC",10,"N",54,307,0.175895765472313
21,"1byuB","NUC",10,"O",62,307,0.201954397394137
21,"1byuB","NUC",10,"P",0,307,0
21,"1byuB","NUC",10,"S",2,307,0.00651465798045603
22,"1c4kA","NUC",10,"C",212,335,0.632835820895522
22,"1c4kA","NUC",10,"N",65,335,0.194029850746269
22,"1c4kA","NUC",10,"O",57,335,0.170149253731343
22,"1c4kA","NUC",10,"P",0,335,0
22,"1c4kA","NUC",10,"S",1,335,0.00298507462686567
23,"1ckmA","NUC",10,"C",272,434,0.626728110599078
23,"1ckmA","NUC",10,"N",80,434,0.184331797235023
23,"1ckmA","NUC",10,"O",79,434,0.182027649769585
23,"1ckmA","NUC",10,"P",0,434,0
23,"1ckmA","NUC",10,"S",3,434,0.00691244239631336
24,"1clqC","NUC",10,"C",242,363,0.666666666666667
24,"1clqC","NUC",10,"N",56,363,0.154269972451791
24,"1clqC","NUC",10,"O",63,363,0.173553719008264
24,"1clqC","NUC",10,"P",0,363,0
24,"1clqC","NUC",10,"S",2,363,0.00550964187327824
25,"1cm8A","NUC",10,"C",246,378,0.650793650793651
25,"1cm8A","NUC",10,"N",65,378,0.171957671957672
25,"1cm8A","NUC",10,"O",64,378,0.169312169312169
25,"1cm8A","NUC",10,"P",0,378,0
25,"1cm8A","NUC",10,"S",3,378,0.00793650793650794
26,"1cnfA","NUC",10,"C",195,302,0.645695364238411
26,"1cnfA","NUC",10,"N",50,302,0.165562913907285
26,"1cnfA","NUC",10,"O",54,302,0.178807947019868
26,"1cnfA","NUC",10,"P",0,302,0
26,"1cnfA","NUC",10,"S",3,302,0.00993377483443709
27,"1cozA","NUC",10,"C",251,384,0.653645833333333
27,"1cozA","NUC",10,"N",69,384,0.1796875
27,"1cozA","NUC",10,"O",63,384,0.1640625
27,"1cozA","NUC",10,"P",0,384,0
27,"1cozA","NUC",10,"S",1,384,0.00260416666666667
28,"1csnA","NUC",10,"C",273,423,0.645390070921986
28,"1csnA","NUC",10,"N",65,423,0.153664302600473
28,"1csnA","NUC",10,"O",84,423,0.198581560283688
28,"1csnA","NUC",10,"P",0,423,0
28,"1csnA","NUC",10,"S",1,423,0.00236406619385343
29,"1cz7D","NUC",10,"C",208,353,0.589235127478754
29,"1cz7D","NUC",10,"N",67,353,0.189801699716714
29,"1cz7D","NUC",10,"O",77,353,0.218130311614731
29,"1cz7D","NUC",10,"P",0,353,0
29,"1cz7D","NUC",10,"S",1,353,0.0028328611898017
30,"1d2eA","NUC",10,"C",225,368,0.611413043478261
30,"1d2eA","NUC",10,"N",66,368,0.179347826086957
30,"1d2eA","NUC",10,"O",75,368,0.203804347826087
30,"1d2eA","NUC",10,"P",0,368,0
30,"1d2eA","NUC",10,"S",2,368,0.00543478260869565
31,"1d5cA","NUC",10,"C",231,377,0.612732095490716
31,"1d5cA","NUC",10,"N",68,377,0.180371352785146
31,"1d5cA","NUC",10,"O",78,377,0.206896551724138
31,"1d5cA","NUC",10,"P",0,377,0
31,"1d5cA","NUC",10,"S",0,377,0
32,"1dawA","NUC",10,"C",293,457,0.641137855579869
32,"1dawA","NUC",10,"N",82,457,0.179431072210066
32,"1dawA","NUC",10,"O",80,457,0.175054704595186
32,"1dawA","NUC",10,"P",0,457,0
32,"1dawA","NUC",10,"S",2,457,0.00437636761487965
33,"1dflA","NUC",10,"C",256,417,0.613908872901679
33,"1dflA","NUC",10,"N",78,417,0.18705035971223
33,"1dflA","NUC",10,"O",82,417,0.196642685851319
33,"1dflA","NUC",10,"P",0,417,0
33,"1dflA","NUC",10,"S",1,417,0.00239808153477218
34,"1dj2A","NUC",10,"C",280,454,0.616740088105727
34,"1dj2A","NUC",10,"N",84,454,0.185022026431718
34,"1dj2A","NUC",10,"O",90,454,0.198237885462555
34,"1dj2A","NUC",10,"P",0,454,0
34,"1dj2A","NUC",10,"S",0,454,0
35,"1dj3B","NUC",10,"C",284,461,0.616052060737527
35,"1dj3B","NUC",10,"N",86,461,0.186550976138829
35,"1dj3B","NUC",10,"O",90,461,0.195227765726681
35,"1dj3B","NUC",10,"P",0,461,0
35,"1dj3B","NUC",10,"S",1,461,0.00216919739696312
36,"1djnB","NUC",10,"C",278,447,0.621923937360179
36,"1djnB","NUC",10,"N",84,447,0.187919463087248
36,"1djnB","NUC",10,"O",84,447,0.187919463087248
36,"1djnB","NUC",10,"P",0,447,0
36,"1djnB","NUC",10,"S",1,447,0.00223713646532438
37,"1dv2B","NUC",10,"C",272,435,0.625287356321839
37,"1dv2B","NUC",10,"N",83,435,0.190804597701149
37,"1dv2B","NUC",10,"O",78,435,0.179310344827586
37,"1dv2B","NUC",10,"P",0,435,0
37,"1dv2B","NUC",10,"S",2,435,0.00459770114942529
38,"1dy3A","NUC",10,"C",244,385,0.633766233766234
38,"1dy3A","NUC",10,"N",74,385,0.192207792207792
38,"1dy3A","NUC",10,"O",64,385,0.166233766233766
38,"1dy3A","NUC",10,"P",0,385,0
38,"1dy3A","NUC",10,"S",3,385,0.00779220779220779
39,"1e0jA","NUC",10,"C",237,391,0.60613810741688
39,"1e0jA","NUC",10,"N",78,391,0.199488491048593
39,"1e0jA","NUC",10,"O",73,391,0.186700767263427
39,"1e0jA","NUC",10,"P",0,391,0
39,"1e0jA","NUC",10,"S",3,391,0.00767263427109974
40,"1e19A","NUC",10,"C",233,358,0.650837988826816
40,"1e19A","NUC",10,"N",64,358,0.17877094972067
40,"1e19A","NUC",10,"O",60,358,0.167597765363128
40,"1e19A","NUC",10,"P",0,358,0
40,"1e19A","NUC",10,"S",1,358,0.00279329608938547
41,"1e22A","NUC",10,"C",276,435,0.63448275862069
41,"1e22A","NUC",10,"N",76,435,0.174712643678161
41,"1e22A","NUC",10,"O",80,435,0.183908045977011
41,"1e22A","NUC",10,"P",0,435,0
41,"1e22A","NUC",10,"S",3,435,0.00689655172413793
42,"1e2fA","NUC",10,"C",206,334,0.616766467065868
42,"1e2fA","NUC",10,"N",64,334,0.191616766467066
42,"1e2fA","NUC",10,"O",64,334,0.191616766467066
42,"1e2fA","NUC",10,"P",0,334,0
42,"1e2fA","NUC",10,"S",0,334,0
43,"1e8xA","NUC",10,"C",270,413,0.653753026634383
43,"1e8xA","NUC",10,"N",69,413,0.167070217917676
43,"1e8xA","NUC",10,"O",71,413,0.171912832929782
43,"1e8xA","NUC",10,"P",0,413,0
43,"1e8xA","NUC",10,"S",3,413,0.00726392251815981
44,"1e94F","NUC",10,"C",272,436,0.623853211009174
44,"1e94F","NUC",10,"N",86,436,0.197247706422018
44,"1e94F","NUC",10,"O",77,436,0.176605504587156
44,"1e94F","NUC",10,"P",0,436,0
44,"1e94F","NUC",10,"S",1,436,0.00229357798165138
45,"1ei1B","NUC",10,"C",327,509,0.642436149312377
45,"1ei1B","NUC",10,"N",88,509,0.172888015717092
45,"1ei1B","NUC",10,"O",92,509,0.180746561886051
45,"1ei1B","NUC",10,"P",0,509,0
45,"1ei1B","NUC",10,"S",2,509,0.00392927308447937
46,"1ej1B","NUC",10,"C",203,322,0.630434782608696
46,"1ej1B","NUC",10,"N",63,322,0.195652173913043
46,"1ej1B","NUC",10,"O",55,322,0.170807453416149
46,"1ej1B","NUC",10,"P",0,322,0
46,"1ej1B","NUC",10,"S",1,322,0.0031055900621118
47,"1esqC","NUC",10,"C",233,368,0.633152173913043
47,"1esqC","NUC",10,"N",65,368,0.176630434782609
47,"1esqC","NUC",10,"O",70,368,0.190217391304348
47,"1esqC","NUC",10,"P",0,368,0
47,"1esqC","NUC",10,"S",0,368,0
48,"1eyzA","NUC",10,"C",273,441,0.619047619047619
48,"1eyzA","NUC",10,"N",81,441,0.183673469387755
48,"1eyzA","NUC",10,"O",85,441,0.192743764172336
48,"1eyzA","NUC",10,"P",0,441,0
48,"1eyzA","NUC",10,"S",2,441,0.00453514739229025
49,"1f1hA","NUC",10,"C",257,404,0.636138613861386
49,"1f1hA","NUC",10,"N",78,404,0.193069306930693
49,"1f1hA","NUC",10,"O",67,404,0.165841584158416
49,"1f1hA","NUC",10,"P",0,404,0
49,"1f1hA","NUC",10,"S",2,404,0.00495049504950495
50,"1f6bB","NUC",10,"C",225,362,0.621546961325967
50,"1f6bB","NUC",10,"N",67,362,0.185082872928177
50,"1f6bB","NUC",10,"O",67,362,0.185082872928177
50,"1f6bB","NUC",10,"P",0,362,0
50,"1f6bB","NUC",10,"S",3,362,0.00828729281767956
51,"1f7qA","NUC",10,"C",143,213,0.671361502347418
51,"1f7qA","NUC",10,"N",33,213,0.154929577464789
51,"1f7qA","NUC",10,"O",36,213,0.169014084507042
51,"1f7qA","NUC",10,"P",0,213,0
51,"1f7qA","NUC",10,"S",1,213,0.00469483568075117
52,"1f9aA","NUC",10,"C",260,397,0.654911838790932
52,"1f9aA","NUC",10,"N",73,397,0.183879093198992
52,"1f9aA","NUC",10,"O",63,397,0.158690176322418
52,"1f9aA","NUC",10,"P",0,397,0
52,"1f9aA","NUC",10,"S",1,397,0.00251889168765743
53,"1finA","NUC",10,"C",248,380,0.652631578947368
53,"1finA","NUC",10,"N",64,380,0.168421052631579
53,"1finA","NUC",10,"O",68,380,0.178947368421053
53,"1finA","NUC",10,"P",0,380,0
53,"1finA","NUC",10,"S",0,380,0
54,"1fnnA","NUC",10,"C",277,441,0.6281179138322
54,"1fnnA","NUC",10,"N",86,441,0.195011337868481
54,"1fnnA","NUC",10,"O",78,441,0.17687074829932
54,"1fnnA","NUC",10,"P",0,441,0
54,"1fnnA","NUC",10,"S",0,441,0
55,"1fp6A","NUC",10,"C",227,371,0.611859838274933
55,"1fp6A","NUC",10,"N",70,371,0.188679245283019
55,"1fp6A","NUC",10,"O",73,371,0.196765498652291
55,"1fp6A","NUC",10,"P",0,371,0
55,"1fp6A","NUC",10,"S",1,371,0.00269541778975741
56,"1frwA","NUC",10,"C",218,346,0.630057803468208
56,"1frwA","NUC",10,"N",61,346,0.176300578034682
56,"1frwA","NUC",10,"O",64,346,0.184971098265896
56,"1frwA","NUC",10,"P",0,346,0
56,"1frwA","NUC",10,"S",3,346,0.00867052023121387
57,"1fwkA","NUC",10,"C",256,429,0.596736596736597
57,"1fwkA","NUC",10,"N",81,429,0.188811188811189
57,"1fwkA","NUC",10,"O",91,429,0.212121212121212
57,"1fwkA","NUC",10,"P",0,429,0
57,"1fwkA","NUC",10,"S",1,429,0.00233100233100233
58,"1g2vA","NUC",10,"C",224,328,0.682926829268293
58,"1g2vA","NUC",10,"N",48,328,0.146341463414634
58,"1g2vA","NUC",10,"O",53,328,0.161585365853659
58,"1g2vA","NUC",10,"P",0,328,0
58,"1g2vA","NUC",10,"S",3,328,0.00914634146341463
59,"1g3iV","NUC",10,"C",266,426,0.624413145539906
59,"1g3iV","NUC",10,"N",83,426,0.194835680751174
59,"1g3iV","NUC",10,"O",76,426,0.178403755868545
59,"1g3iV","NUC",10,"P",0,426,0
59,"1g3iV","NUC",10,"S",1,426,0.00234741784037559
60,"1g3qA","NUC",10,"C",232,382,0.607329842931937
60,"1g3qA","NUC",10,"N",73,382,0.191099476439791
60,"1g3qA","NUC",10,"O",74,382,0.193717277486911
60,"1g3qA","NUC",10,"P",0,382,0
60,"1g3qA","NUC",10,"S",3,382,0.00785340314136126
61,"1g41A","NUC",10,"C",252,402,0.626865671641791
61,"1g41A","NUC",10,"N",76,402,0.189054726368159
61,"1g41A","NUC",10,"O",73,402,0.181592039800995
61,"1g41A","NUC",10,"P",0,402,0
61,"1g41A","NUC",10,"S",1,402,0.00248756218905473
62,"1g4aA","NUC",10,"C",243,392,0.619897959183674
62,"1g4aA","NUC",10,"N",77,392,0.196428571428571
62,"1g4aA","NUC",10,"O",71,392,0.181122448979592
62,"1g4aA","NUC",10,"P",0,392,0
62,"1g4aA","NUC",10,"S",1,392,0.00255102040816327
63,"1g6oB","NUC",10,"C",246,394,0.624365482233503
63,"1g6oB","NUC",10,"N",71,394,0.180203045685279
63,"1g6oB","NUC",10,"O",77,394,0.195431472081218
63,"1g6oB","NUC",10,"P",0,394,0
63,"1g6oB","NUC",10,"S",0,394,0
64,"1gc5A","NUC",10,"C",247,401,0.615960099750623
64,"1gc5A","NUC",10,"N",73,401,0.182044887780549
64,"1gc5A","NUC",10,"O",80,401,0.199501246882793
64,"1gc5A","NUC",10,"P",0,401,0
64,"1gc5A","NUC",10,"S",1,401,0.00249376558603491
65,"1gkzA","NUC",10,"C",263,414,0.635265700483092
65,"1gkzA","NUC",10,"N",70,414,0.169082125603865
65,"1gkzA","NUC",10,"O",79,414,0.190821256038647
65,"1gkzA","NUC",10,"P",0,414,0
65,"1gkzA","NUC",10,"S",2,414,0.00483091787439614
66,"1gl7B","NUC",10,"C",124,200,0.62
66,"1gl7B","NUC",10,"N",35,200,0.175
66,"1gl7B","NUC",10,"O",41,200,0.205
66,"1gl7B","NUC",10,"P",0,200,0
66,"1gl7B","NUC",10,"S",0,200,0
67,"1glfA","NUC",10,"C",284,469,0.605543710021322
67,"1glfA","NUC",10,"N",83,469,0.176972281449893
67,"1glfA","NUC",10,"O",99,469,0.211087420042644
67,"1glfA","NUC",10,"P",0,469,0
67,"1glfA","NUC",10,"S",3,469,0.00639658848614072
68,"1gn8A","NUC",10,"C",288,438,0.657534246575342
68,"1gn8A","NUC",10,"N",73,438,0.166666666666667
68,"1gn8A","NUC",10,"O",76,438,0.17351598173516
68,"1gn8A","NUC",10,"P",0,438,0
68,"1gn8A","NUC",10,"S",1,438,0.00228310502283105
69,"1gq9A","NUC",10,"C",205,337,0.608308605341246
69,"1gq9A","NUC",10,"N",61,337,0.181008902077151
69,"1gq9A","NUC",10,"O",70,337,0.207715133531157
69,"1gq9A","NUC",10,"P",0,337,0
69,"1gq9A","NUC",10,"S",1,337,0.0029673590504451
70,"1gqyB","NUC",10,"C",288,468,0.615384615384615
70,"1gqyB","NUC",10,"N",91,468,0.194444444444444
70,"1gqyB","NUC",10,"O",87,468,0.185897435897436
70,"1gqyB","NUC",10,"P",0,468,0
70,"1gqyB","NUC",10,"S",2,468,0.00427350427350427
71,"1grnA","NUC",10,"C",227,358,0.634078212290503
71,"1grnA","NUC",10,"N",57,358,0.159217877094972
71,"1grnA","NUC",10,"O",71,358,0.198324022346369
71,"1grnA","NUC",10,"P",0,358,0
71,"1grnA","NUC",10,"S",3,358,0.00837988826815642
72,"1gs5A","NUC",10,"C",274,427,0.641686182669789
72,"1gs5A","NUC",10,"N",74,427,0.173302107728337
72,"1gs5A","NUC",10,"O",76,427,0.177985948477752
72,"1gs5A","NUC",10,"P",0,427,0
72,"1gs5A","NUC",10,"S",3,427,0.00702576112412178
73,"1gsaA","NUC",10,"C",281,462,0.608225108225108
73,"1gsaA","NUC",10,"N",91,462,0.196969696969697
73,"1gsaA","NUC",10,"O",88,462,0.19047619047619
73,"1gsaA","NUC",10,"P",0,462,0
73,"1gsaA","NUC",10,"S",2,462,0.00432900432900433
74,"1gzfC","NUC",10,"C",210,328,0.640243902439024
74,"1gzfC","NUC",10,"N",55,328,0.167682926829268
74,"1gzfC","NUC",10,"O",63,328,0.192073170731707
74,"1gzfC","NUC",10,"P",0,328,0
74,"1gzfC","NUC",10,"S",0,328,0
75,"1h3eA","NUC",10,"C",297,470,0.631914893617021
75,"1h3eA","NUC",10,"N",86,470,0.182978723404255
75,"1h3eA","NUC",10,"O",83,470,0.176595744680851
75,"1h3eA","NUC",10,"P",0,470,0
75,"1h3eA","NUC",10,"S",4,470,0.00851063829787234
76,"1h4qA","NUC",10,"C",296,453,0.653421633554084
76,"1h4qA","NUC",10,"N",78,453,0.172185430463576
76,"1h4qA","NUC",10,"O",79,453,0.17439293598234
76,"1h4qA","NUC",10,"P",0,453,0
76,"1h4qA","NUC",10,"S",0,453,0
77,"1h65B","NUC",10,"C",211,345,0.611594202898551
77,"1h65B","NUC",10,"N",65,345,0.188405797101449
77,"1h65B","NUC",10,"O",68,345,0.197101449275362
77,"1h65B","NUC",10,"P",0,345,0
77,"1h65B","NUC",10,"S",1,345,0.00289855072463768
78,"1h79A","NUC",10,"C",226,352,0.642045454545455
78,"1h79A","NUC",10,"N",62,352,0.176136363636364
78,"1h79A","NUC",10,"O",60,352,0.170454545454545
78,"1h79A","NUC",10,"P",0,352,0
78,"1h79A","NUC",10,"S",4,352,0.0113636363636364
79,"1h7uA","NUC",10,"C",213,352,0.605113636363636
79,"1h7uA","NUC",10,"N",65,352,0.184659090909091
79,"1h7uA","NUC",10,"O",72,352,0.204545454545455
79,"1h7uA","NUC",10,"P",0,352,0
79,"1h7uA","NUC",10,"S",2,352,0.00568181818181818
80,"1hi5A","NUC",10,"C",202,308,0.655844155844156
80,"1hi5A","NUC",10,"N",54,308,0.175324675324675
80,"1hi5A","NUC",10,"O",47,308,0.152597402597403
80,"1hi5A","NUC",10,"P",0,308,0
80,"1hi5A","NUC",10,"S",5,308,0.0162337662337662
81,"1honA","NUC",10,"C",240,395,0.607594936708861
81,"1honA","NUC",10,"N",72,395,0.182278481012658
81,"1honA","NUC",10,"O",82,395,0.207594936708861
81,"1honA","NUC",10,"P",0,395,0
81,"1honA","NUC",10,"S",1,395,0.00253164556962025
82,"1hp1A","NUC",10,"C",133,224,0.59375
82,"1hp1A","NUC",10,"N",45,224,0.200892857142857
82,"1hp1A","NUC",10,"O",44,224,0.196428571428571
82,"1hp1A","NUC",10,"P",0,224,0
82,"1hp1A","NUC",10,"S",2,224,0.00892857142857143
83,"1htwA","NUC",10,"C",195,309,0.631067961165049
83,"1htwA","NUC",10,"N",52,309,0.168284789644013
83,"1htwA","NUC",10,"O",61,309,0.197411003236246
83,"1htwA","NUC",10,"P",0,309,0
83,"1htwA","NUC",10,"S",1,309,0.00323624595469256
84,"1hurA","NUC",10,"C",185,298,0.620805369127517
84,"1hurA","NUC",10,"N",51,298,0.171140939597315
84,"1hurA","NUC",10,"O",60,298,0.201342281879195
84,"1hurA","NUC",10,"P",0,298,0
84,"1hurA","NUC",10,"S",2,298,0.00671140939597315
85,"1huxA","NUC",10,"C",236,389,0.606683804627249
85,"1huxA","NUC",10,"N",69,389,0.177377892030848
85,"1huxA","NUC",10,"O",83,389,0.213367609254499
85,"1huxA","NUC",10,"P",0,389,0
85,"1huxA","NUC",10,"S",1,389,0.0025706940874036
86,"1hwkD","NUC",10,"C",162,284,0.570422535211268
86,"1hwkD","NUC",10,"N",59,284,0.207746478873239
86,"1hwkD","NUC",10,"O",57,284,0.200704225352113
86,"1hwkD","NUC",10,"P",0,284,0
86,"1hwkD","NUC",10,"S",6,284,0.0211267605633803
87,"1i52A","NUC",10,"C",219,357,0.61344537815126
87,"1i52A","NUC",10,"N",69,357,0.19327731092437
87,"1i52A","NUC",10,"O",68,357,0.19047619047619
87,"1i52A","NUC",10,"P",0,357,0
87,"1i52A","NUC",10,"S",1,357,0.00280112044817927
88,"1i7lB","NUC",10,"C",271,431,0.62877030162413
88,"1i7lB","NUC",10,"N",81,431,0.187935034802784
88,"1i7lB","NUC",10,"O",77,431,0.178654292343387
88,"1i7lB","NUC",10,"P",0,431,0
88,"1i7lB","NUC",10,"S",2,431,0.00464037122969838
89,"1ia9B","NUC",10,"C",248,392,0.63265306122449
89,"1ia9B","NUC",10,"N",69,392,0.176020408163265
89,"1ia9B","NUC",10,"O",72,392,0.183673469387755
89,"1ia9B","NUC",10,"P",0,392,0
89,"1ia9B","NUC",10,"S",3,392,0.0076530612244898
90,"1id0A","NUC",10,"C",236,379,0.62269129287599
90,"1id0A","NUC",10,"N",72,379,0.189973614775726
90,"1id0A","NUC",10,"O",68,379,0.179419525065963
90,"1id0A","NUC",10,"P",0,379,0
90,"1id0A","NUC",10,"S",3,379,0.0079155672823219
91,"1ii0B","NUC",10,"C",272,435,0.625287356321839
91,"1ii0B","NUC",10,"N",77,435,0.177011494252874
91,"1ii0B","NUC",10,"O",84,435,0.193103448275862
91,"1ii0B","NUC",10,"P",0,435,0
91,"1ii0B","NUC",10,"S",2,435,0.00459770114942529
92,"1in5A","NUC",10,"C",276,421,0.655581947743468
92,"1in5A","NUC",10,"N",76,421,0.180522565320665
92,"1in5A","NUC",10,"O",69,421,0.163895486935867
92,"1in5A","NUC",10,"P",0,421,0
92,"1in5A","NUC",10,"S",0,421,0
93,"1iowA","NUC",10,"C",302,464,0.650862068965517
93,"1iowA","NUC",10,"N",74,464,0.15948275862069
93,"1iowA","NUC",10,"O",85,464,0.183189655172414
93,"1iowA","NUC",10,"P",0,464,0
93,"1iowA","NUC",10,"S",3,464,0.00646551724137931
94,"1iqpA","NUC",10,"C",253,401,0.630922693266833
94,"1iqpA","NUC",10,"N",72,401,0.179551122194514
94,"1iqpA","NUC",10,"O",75,401,0.187032418952618
94,"1iqpA","NUC",10,"P",0,401,0
94,"1iqpA","NUC",10,"S",1,401,0.00249376558603491
95,"1isgA","NUC",10,"C",248,386,0.642487046632124
95,"1isgA","NUC",10,"N",63,386,0.163212435233161
95,"1isgA","NUC",10,"O",74,386,0.191709844559585
95,"1isgA","NUC",10,"P",0,386,0
95,"1isgA","NUC",10,"S",1,386,0.00259067357512953
96,"1ixsB","NUC",10,"C",261,405,0.644444444444444
96,"1ixsB","NUC",10,"N",73,405,0.180246913580247
96,"1ixsB","NUC",10,"O",70,405,0.17283950617284
96,"1ixsB","NUC",10,"P",0,405,0
96,"1ixsB","NUC",10,"S",1,405,0.00246913580246914
97,"1j09A","NUC",10,"C",231,368,0.627717391304348
97,"1j09A","NUC",10,"N",68,368,0.184782608695652
97,"1j09A","NUC",10,"O",67,368,0.182065217391304
97,"1j09A","NUC",10,"P",0,368,0
97,"1j09A","NUC",10,"S",2,368,0.00543478260869565
98,"1j1bB","NUC",10,"C",266,417,0.6378896882494
98,"1j1bB","NUC",10,"N",75,417,0.179856115107914
98,"1j1bB","NUC",10,"O",74,417,0.177458033573141
98,"1j1bB","NUC",10,"P",0,417,0
98,"1j1bB","NUC",10,"S",2,417,0.00479616306954436
99,"1j1zB","NUC",10,"C",290,451,0.643015521064302
99,"1j1zB","NUC",10,"N",80,451,0.177383592017738
