"site_index","site_id","label","threshold","total_atoms","n_non_CON","pct_non_CON","elements_non_CON_present"
139,"1nktB","NUC",10,433,4,0.92378752886836,"S"
140,"1nlkA","NUC",10,290,2,0.689655172413793,"S"
141,"1nm5B","NUC",10,266,0,0,""
142,"1nneC","NUC",10,324,1,0.308641975308642,"S"
143,"1nqtC","NUC",10,280,2,0.714285714285714,"S"
144,"1nrjB","NUC",10,375,1,0.266666666666667,"S"
145,"1nueA","NUC",10,297,2,0.673400673400673,"S"
146,"1nvfC","NUC",10,415,1,0.240963855421687,"S"
147,"1ny5B","NUC",10,395,1,0.253164556962025,"S"
148,"1nyrA","NUC",10,460,4,0.869565217391304,"S"
149,"1nzxA","NUC",10,391,3,0.767263427109974,"S"
150,"1o0hA","NUC",10,291,4,1.3745704467354,"S"
151,"1o51A","NUC",10,191,0,0,""
152,"1o6bA","NUC",10,418,1,0.239234449760766,"S"
153,"1oe0B","NUC",10,530,4,0.754716981132076,"S"
154,"1ojlE","NUC",10,358,3,0.837988826815642,"S"
155,"1osnC","NUC",10,278,1,0.359712230215827,"S"
156,"1oxuA","NUC",10,255,1,0.392156862745098,"S"
157,"1p16B","NUC",10,347,1,0.288184438040346,"S"
158,"1p39A","NUC",10,355,2,0.563380281690141,"S"
159,"1p50A","NUC",10,478,3,0.627615062761506,"S"
160,"1p72B","NUC",10,337,2,0.593471810089021,"S"
161,"1p7lA","NUC",10,338,1,0.29585798816568,"S"
162,"1pfkA","NUC",10,344,4,1.16279069767442,"S"
163,"1phpA","NUC",10,379,3,0.79155672823219,"S"
164,"1pk8D","NUC",10,434,1,0.230414746543779,"S"
165,"1pkgA","NUC",10,434,3,0.691244239631336,"S"
166,"1pvoI","NUC",10,312,2,0.641025641025641,"S"
167,"1q1kA","NUC",10,404,2,0.495049504950495,"S"
168,"1q3sB","NUC",10,508,3,0.590551181102362,"S"
169,"1q99A","NUC",10,398,1,0.251256281407035,"S"
170,"1q9sA","NUC",10,332,2,0.602409638554217,"S"
171,"1qhgA","NUC",10,358,0,0,""
172,"1qhyA","NUC",10,327,4,1.22324159021407,"S"
173,"1ql6A","NUC",10,423,3,0.709219858156028,"S"
174,"1qpcA","NUC",10,336,3,0.892857142857143,"S"
175,"1qpgA","NUC",10,405,1,0.246913580246914,"S"
176,"1qssC","NUC",10,387,2,0.516795865633075,"S"
177,"1qvrA","NUC",10,383,0,0,""
178,"1qzrA","NUC",10,489,4,0.81799591002045,"S"
179,"1r0zA","NUC",10,379,1,0.263852242744063,"S"
180,"1r5nA","NUC",10,314,1,0.318471337579618,"S"
181,"1ra7A","NUC",10,371,1,0.269541778975741,"S"
182,"1raaB","NUC",10,314,0,0,""
183,"1rf8A","NUC",10,325,0,0,""
184,"1rfuD","NUC",10,447,5,1.11856823266219,"S"
185,"1ri1A","NUC",10,399,3,0.75187969924812,"S"
186,"1rk2B","NUC",10,402,0,0,""
187,"1rluA","NUC",10,460,1,0.217391304347826,"S"
188,"1ryaA","NUC",10,389,1,0.25706940874036,"S"
189,"1rzuA","NUC",10,325,2,0.615384615384615,"S"
190,"1s16A","NUC",10,506,1,0.197628458498024,"S"
191,"1s4eF","NUC",10,391,1,0.255754475703325,"S"
192,"1s4oA","NUC",10,414,2,0.483091787439614,"S"
193,"1s59A","NUC",10,303,0,0,""
194,"1s5gA","NUC",10,365,1,0.273972602739726,"S"
195,"1s8fB","NUC",10,350,1,0.285714285714286,"S"
196,"1sazA","NUC",10,325,0,0,""
197,"1sdmA","NUC",10,389,2,0.51413881748072,"S"
198,"1skqA","NUC",10,295,2,0.677966101694915,"S"
199,"1smcB","NUC",10,239,0,0,""
200,"1svlA","NUC",10,349,0,0,""
201,"1svwA","NUC",10,414,0,0,""
202,"1sx3A","NUC",10,437,3,0.68649885583524,"S"
203,"1sxjA","NUC",10,407,2,0.491400491400491,"S"
204,"1sxjB","NUC",10,421,4,0.950118764845606,"S"
205,"1sxjC","NUC",10,446,1,0.224215246636771,"S"
206,"1sxjD","NUC",10,430,2,0.465116279069767,"S"
207,"1sxjE","NUC",10,404,4,0.99009900990099,"S"
208,"1sylA","NUC",10,241,3,1.2448132780083,"S"
209,"1t5cA","NUC",10,306,1,0.326797385620915,"S"
210,"1t6xB","NUC",10,243,0,0,""
211,"1t7pC","NUC",10,356,2,0.561797752808989,"S"
212,"1t8eC","NUC",10,340,3,0.88235294117647,"S"
213,"1tc0B","NUC",10,341,1,0.293255131964809,"S"
214,"1tuiA","NUC",10,339,2,0.589970501474926,"S"
215,"1tuuA","NUC",10,326,1,0.306748466257669,"S"
216,"1ty8A","NUC",10,429,5,1.16550116550117,"S"
217,"1tz6B","NUC",10,387,1,0.258397932816537,"S"
218,"1u0hC","NUC",10,497,3,0.603621730382294,"S"
219,"1u0jA","NUC",10,265,0,0,""
220,"1u3gA","NUC",10,266,1,0.37593984962406,"S"
221,"1u54A","NUC",10,367,2,0.544959128065395,"S"
222,"1u5rA","NUC",10,400,4,1,"S"
223,"1u6rA","NUC",10,365,2,0.547945205479452,"S"
224,"1u7wC","NUC",10,356,3,0.842696629213483,"S"
225,"1ua2A","NUC",10,463,1,0.215982721382289,"S"
226,"1uf9C","NUC",10,317,0,0,""
227,"1uj2A","NUC",10,307,2,0.651465798045603,"S"
228,"1ukvB","NUC",10,376,2,0.531914893617021,"S"
229,"1ukyA","NUC",10,465,2,0.43010752688172,"S"
230,"1un9A","NUC",10,347,4,1.15273775216138,"S"
231,"1v1aA","NUC",10,371,0,0,""
232,"1v25B","NUC",10,517,0,0,""
233,"1v34A","NUC",10,391,1,0.255754475703325,"S"
234,"1v3sA","NUC",10,230,0,0,""
235,"1v8kA","NUC",10,363,2,0.550964187327824,"S"
236,"1v9pA","NUC",10,385,1,0.25974025974026,"S"
237,"1vc8A","NUC",10,363,2,0.550964187327824,"S"
238,"1vfvA","NUC",10,388,1,0.257731958762887,"S"
239,"1vfzA","NUC",10,353,1,0.28328611898017,"S"
240,"1vj7A","NUC",10,388,0,0,""
241,"1vpaA","NUC",10,370,1,0.27027027027027,"S"
242,"1vtkA","NUC",10,325,3,0.923076923076923,"S"
243,"1w1wD","NUC",10,327,2,0.611620795107034,"S"
244,"1w2cA","NUC",10,365,1,0.273972602739726,"S"
245,"1w4rA","NUC",10,452,2,0.442477876106195,"S"
246,"1w5aB","NUC",10,454,4,0.881057268722467,"S"
247,"1w5tB","NUC",10,474,0,0,""
248,"1w78A","NUC",10,467,2,0.428265524625268,"S"
249,"1w7iA","NUC",10,357,1,0.280112044817927,"S"
250,"1wbpA","NUC",10,336,1,0.297619047619048,"S"
251,"1wc6C","NUC",10,272,1,0.367647058823529,"S"
252,"1wdtA","NUC",10,437,0,0,""
253,"1wkkA","NUC",10,325,2,0.615384615384615,"S"
254,"1wnlA","NUC",10,369,0,0,""
255,"1wpgB","NUC",10,338,4,1.18343195266272,"S"
256,"1wurA","NUC",10,236,3,1.27118644067797,"S"
257,"1wuuC","NUC",10,457,2,0.437636761487965,"S"
258,"1wvcA","NUC",10,374,4,1.06951871657754,"S"
259,"1x3mA","NUC",10,317,1,0.315457413249211,"S"
260,"1xdnA","NUC",10,386,1,0.259067357512953,"S"
261,"1xexA","NUC",10,262,0,0,""
262,"1xfvA","NUC",10,396,0,0,""
263,"1xjeA","NUC",10,461,6,1.30151843817787,"S"
264,"1xjqA","NUC",10,451,3,0.665188470066519,"S"
265,"1xmiD","NUC",10,262,2,0.763358778625954,"S"
266,"1xmmD","NUC",10,429,0,0,""
267,"1xmsA","NUC",10,354,0,0,""
268,"1xp8A","NUC",10,335,0,0,""
269,"1xr1A","NUC",10,411,0,0,""
270,"1xs1A","NUC",10,397,1,0.251889168765743,"S"
271,"1xscA","NUC",10,314,1,0.318471337579618,"S"
272,"1xtsA","NUC",10,386,0,0,""
273,"1xu4A","NUC",10,348,2,0.574712643678161,"S"
274,"1xx6A","NUC",10,295,1,0.338983050847458,"S"
275,"1y56A","NUC",10,538,1,0.185873605947955,"S"
276,"1y8qD","NUC",10,443,2,0.451467268623025,"S"
277,"1yfrA","NUC",10,437,4,0.91533180778032,"S"
278,"1yhnA","NUC",10,408,1,0.245098039215686,"S"
279,"1yp3C","NUC",10,471,1,0.212314225053079,"S"
280,"1yrbA","NUC",10,321,1,0.311526479750779,"S"
281,"1ytmA","NUC",10,510,2,0.392156862745098,"S"
282,"1yunB","NUC",10,374,3,0.802139037433155,"S"
283,"1z0fA","NUC",10,339,3,0.884955752212389,"S"
284,"1z0iA","NUC",10,353,1,0.28328611898017,"S"
285,"1z0jA","NUC",10,399,2,0.50125313283208,"S"
286,"1z22A","NUC",10,345,1,0.289855072463768,"S"
287,"1z2nA","NUC",10,471,1,0.212314225053079,"S"
288,"1z6yA","NUC",10,281,4,1.42348754448399,"S"
289,"1z7eB","NUC",10,478,0,0,""
290,"1z84A","NUC",10,325,4,1.23076923076923,"S"
291,"1zaoA","NUC",10,465,3,0.645161290322581,"S"
292,"1zauA","NUC",10,378,1,0.264550264550265,"S"
293,"1zfnA","NUC",10,401,1,0.249376558603491,"S"
294,"1zmcE","NUC",10,353,2,0.56657223796034,"S"
295,"1znyA","NUC",10,293,0,0,""
296,"1zp9B","NUC",10,421,0,0,""
297,"1zs6A","NUC",10,302,2,0.662251655629139,"S"
298,"1zxnC","NUC",10,443,4,0.90293453724605,"S"
299,"1zy5A","NUC",10,366,3,0.819672131147541,"S"
300,"2a00A","NUC",10,335,1,0.298507462686567,"S"
301,"2a19B","NUC",10,372,2,0.53763440860215,"S"
302,"2a19C","NUC",10,328,2,0.609756097560976,"S"
303,"2a5jA","NUC",10,342,2,0.584795321637427,"S"
304,"2a8sA","NUC",10,427,3,0.702576112412178,"S"
305,"2a9zA","NUC",10,387,2,0.516795865633075,"S"
306,"2acxA","NUC",10,388,5,1.28865979381443,"S"
307,"2akoA","NUC",10,358,0,0,""
308,"2an9A","NUC",10,421,0,0,""
309,"2aqxA","NUC",10,437,2,0.45766590389016,"S"
310,"2atvA","NUC",10,349,2,0.573065902578797,"S"
311,"2awnA","NUC",10,239,2,0.836820083682008,"S"
312,"2b51A","NUC",10,456,6,1.31578947368421,"S"
313,"2b92B","NUC",10,429,1,0.233100233100233,"S"
314,"2b9iA","NUC",10,418,3,0.717703349282297,"S"
315,"2be9B","NUC",10,264,1,0.378787878787879,"S"
316,"2bejA","NUC",10,367,1,0.272479564032698,"S"
317,"2bfrA","NUC",10,368,2,0.543478260869565,"S"
318,"2biyA","NUC",10,383,1,0.261096605744125,"S"
319,"2bjaB","NUC",10,385,2,0.519480519480519,"S"
320,"2bm1A","NUC",10,303,1,0.33003300330033,"S"
321,"2bmdA","NUC",10,318,1,0.314465408805031,"S"
322,"2bnfA","NUC",10,385,0,0,""
323,"2bovA","NUC",10,357,1,0.280112044817927,"S"
324,"2bq1B","NUC",10,248,1,0.403225806451613,"S"
325,"2briA","NUC",10,412,0,0,""
326,"2btqA","NUC",10,460,0,0,""
327,"2bufC","NUC",10,326,3,0.920245398773006,"S"
328,"2bvcA","NUC",10,431,2,0.464037122969838,"S"
329,"2c03B","NUC",10,310,2,0.645161290322581,"S"
330,"2c39D","NUC",10,365,3,0.821917808219178,"S"
331,"2c49A","NUC",10,453,2,0.441501103752759,"S"
332,"2c98A","NUC",10,330,1,0.303030303030303,"S"
333,"2c9oA","NUC",10,445,1,0.224719101123595,"S"
334,"2cdnA","NUC",10,331,2,0.604229607250755,"S"
335,"2cduB","NUC",10,393,2,0.508905852417303,"S"
336,"2ce7C","NUC",10,373,0,0,""
337,"2ch4A","NUC",10,423,2,0.472813238770686,"S"
338,"2ch6A","NUC",10,360,2,0.555555555555556,"S"
339,"2chqA","NUC",10,422,2,0.4739336492891,"S"
340,"2cjaB","NUC",10,420,3,0.714285714285714,"S"
341,"2cjwA","NUC",10,282,0,0,""
342,"2ckpA","NUC",10,354,2,0.564971751412429,"S"
343,"2clsA","NUC",10,420,4,0.952380952380952,"S"
344,"2cn5A","NUC",10,381,2,0.5249343832021,"S"
345,"2cnqA","NUC",10,400,0,0,""
346,"2cnwD","NUC",10,344,0,0,""
347,"2cxxA","NUC",10,321,0,0,""
348,"2d0oC","NUC",10,401,0,0,""
349,"2d32A","NUC",10,427,3,0.702576112412178,"S"
350,"2d3aA","NUC",10,386,2,0.518134715025907,"S"
351,"2db3E","NUC",10,521,1,0.191938579654511,"S"
352,"2dcnA","NUC",10,408,2,0.490196078431373,"S"
353,"2dejA","NUC",10,414,1,0.241545893719807,"S"
354,"2dhrA","NUC",10,362,0,0,""
355,"2dr3E","NUC",10,272,0,0,""
356,"2dvoA","NUC",10,493,1,0.202839756592292,"S"
357,"2dwcB","NUC",10,377,1,0.26525198938992,"S"
358,"2dyaB","NUC",10,310,1,0.32258064516129,"S"
359,"2dykB","NUC",10,297,0,0,""
360,"2e21C","NUC",10,476,1,0.210084033613445,"S"
361,"2e2pA","NUC",10,309,1,0.323624595469256,"S"
362,"2e5yB","NUC",10,283,0,0,""
363,"2e87A","NUC",10,320,1,0.3125,"S"
364,"2e9rC","NUC",10,349,2,0.573065902578797,"S"
365,"2efcB","NUC",10,316,0,0,""
366,"2eg2A","NUC",10,202,0,0,""
367,"2eryB","NUC",10,357,1,0.280112044817927,"S"
368,"2f02A","NUC",10,374,0,0,""
369,"2fahA","NUC",10,468,3,0.641025641025641,"S"
370,"2faqA","NUC",10,359,2,0.557103064066852,"S"
371,"2fb3A","NUC",10,472,5,1.05932203389831,"S"
372,"2ff7A","NUC",10,258,1,0.387596899224806,"S"
373,"2fh5B","NUC",10,395,2,0.506329113924051,"S"
374,"2fn4A","NUC",10,342,0,0,""
375,"2fnaA","NUC",10,449,0,0,""
376,"2fp4B","NUC",10,398,1,0.251256281407035,"S"
377,"2fsnB","NUC",10,384,0,0,""
378,"2g2fA","NUC",10,391,1,0.255754475703325,"S"
379,"2g5iB","NUC",10,361,1,0.277008310249307,"S"
380,"2g77B","NUC",10,349,2,0.573065902578797,"S"
381,"2g88A","NUC",10,316,1,0.316455696202532,"S"
382,"2ga9B","NUC",10,428,5,1.16822429906542,"S"
383,"2gekA","NUC",10,383,1,0.261096605744125,"S"
384,"2gf0B","NUC",10,347,2,0.576368876080692,"S"
385,"2gjaA","NUC",10,359,1,0.278551532033426,"S"
386,"2gjkA","NUC",10,458,1,0.218340611353712,"S"
387,"2gksB","NUC",10,444,4,0.900900900900901,"S"
388,"2gm1A","NUC",10,325,2,0.615384615384615,"S"
389,"2grjA","NUC",10,297,1,0.336700336700337,"S"
390,"2gryA","NUC",10,318,1,0.314465408805031,"S"
391,"2gvzB","NUC",10,225,1,0.444444444444444,"S"
392,"2gxaG","NUC",10,298,3,1.00671140939597,"S"
393,"2h1fA","NUC",10,342,2,0.584795321637427,"S"
394,"2h57B","NUC",10,406,3,0.738916256157635,"S"
395,"2h5eA","NUC",10,311,0,0,""
396,"2hcbD","NUC",10,396,0,0,""
397,"2hf9A","NUC",10,362,2,0.552486187845304,"S"
398,"2hixA","NUC",10,378,3,0.793650793650794,"S"
399,"2hldK","NUC",10,323,0,0,""
400,"2hryA","NUC",10,486,8,1.64609053497942,"S"
401,"2hs4A","NUC",10,508,7,1.37795275590551,"S"
402,"2hupA","NUC",10,296,1,0.337837837837838,"S"
403,"2hv7B","NUC",10,273,1,0.366300366300366,"S"
404,"2hvwA","NUC",10,249,1,0.401606425702811,"S"
405,"2hw1A","NUC",10,445,3,0.674157303370786,"S"
406,"2hyiE","NUC",10,454,1,0.220264317180617,"S"
407,"2i4oA","NUC",10,434,2,0.460829493087558,"S"
408,"2i5bA","NUC",10,408,3,0.735294117647059,"S"
409,"2icxB","NUC",10,406,3,0.738916256157635,"S"
410,"2idvA","NUC",10,299,0,0,""
411,"2if8A","NUC",10,369,1,0.2710027100271,"S"
412,"2ijmB","NUC",10,388,5,1.28865979381443,"S"
413,"2imwC","NUC",10,320,2,0.625,"S"
414,"2iopA","NUC",10,353,1,0.28328611898017,"S"
415,"2iryA","NUC",10,337,0,0,""
416,"2is6C","NUC",10,378,2,0.529100529100529,"S"
417,"2itxA","NUC",10,379,4,1.05540897097625,"S"
418,"2iutA","NUC",10,319,2,0.626959247648903,"S"
419,"2ivpA","NUC",10,477,3,0.628930817610063,"S"
420,"2ixfB","NUC",10,263,0,0,""
421,"2iyvA","NUC",10,291,0,0,""
422,"2j0vB","NUC",10,349,4,1.14613180515759,"S"
423,"2j0wA","NUC",10,413,1,0.242130750605327,"S"
424,"2j1lA","NUC",10,272,5,1.83823529411765,"S"
425,"2j3eA","NUC",10,350,1,0.285714285714286,"S"
426,"2j3mB","NUC",10,471,4,0.849256900212314,"S"
427,"2j4eB","NUC",10,463,3,0.647948164146868,"S"
428,"2j4lF","NUC",10,441,0,0,""
429,"2j4lH","NUC",10,428,0,0,""
430,"2j87D","NUC",10,430,2,0.465116279069767,"S"
431,"2j9eB","NUC",10,222,0,0,""
432,"2j9lC","NUC",10,310,1,0.32258064516129,"S"
433,"2ja1A","NUC",10,356,2,0.561797752808989,"S"
434,"2jasC","NUC",10,516,3,0.581395348837209,"S"
435,"2jfgA","NUC",10,451,0,0,""
436,"2jg1A","NUC",10,392,0,0,""
437,"2jgbA","NUC",10,389,2,0.51413881748072,"S"
438,"2jibA","NUC",10,474,7,1.47679324894515,"S"
439,"2jjxB","NUC",10,178,1,0.561797752808989,"S"
440,"2jkiB","NUC",10,384,2,0.520833333333333,"S"
441,"2jlgC","NUC",10,417,3,0.719424460431655,"S"
442,"2jlxB","NUC",10,365,4,1.0958904109589,"S"
443,"2kmxA","NUC",10,309,3,0.970873786407767,"S"
444,"2ksqA","NUC",10,380,2,0.526315789473684,"S"
445,"2lkdA","NUC",10,276,1,0.36231884057971,"S"
446,"2mjpA","NUC",10,369,0,0,""
447,"2mscC","NUC",10,347,1,0.288184438040346,"S"
448,"2nmvB","NUC",10,337,0,0,""
449,"2no0A","NUC",10,341,1,0.293255131964809,"S"
450,"2npfB","NUC",10,280,0,0,""
451,"2ns1B","NUC",10,228,0,0,""
452,"2nt8A","NUC",10,263,0,0,""
453,"2nunA","NUC",10,390,4,1.02564102564103,"S"
454,"2nzjC","NUC",10,276,1,0.36231884057971,"S"
455,"2o08B","NUC",10,430,0,0,""
456,"2o8cD","NUC",10,275,4,1.45454545454545,"S"
457,"2oapB","NUC",10,452,0,0,""
458,"2obmA","NUC",10,273,1,0.366300366300366,"S"
459,"2ocpA","NUC",10,509,2,0.392927308447937,"S"
460,"2ogiB","NUC",10,403,0,0,""
461,"2oidB","NUC",10,406,2,0.492610837438424,"S"
462,"2oilA","NUC",10,337,0,0,""
463,"2ojwC","NUC",10,393,6,1.52671755725191,"S"
464,"2ooyF","NUC",10,439,2,0.455580865603645,"S"
465,"2owmC","NUC",10,363,2,0.550964187327824,"S"
466,"2oxcA","NUC",10,286,1,0.34965034965035,"S"
467,"2ozeA","NUC",10,386,2,0.518134715025907,"S"
468,"2p09A","NUC",10,245,4,1.63265306122449,"S"
469,"2p5sB","NUC",10,325,1,0.307692307692308,"S"
470,"2p9kA","NUC",10,459,2,0.435729847494553,"S"
471,"2pbzA","NUC",10,415,0,0,""
472,"2pc9B","NUC",10,465,2,0.43010752688172,"S"
473,"2peyB","NUC",10,290,4,1.37931034482759,"S"
474,"2phnB","NUC",10,383,2,0.522193211488251,"S"
475,"2pknA","NUC",10,395,0,0,""
476,"2pmdA","NUC",10,349,0,0,""
477,"2pmlA","NUC",10,420,1,0.238095238095238,"S"
478,"2po0A","NUC",10,361,2,0.554016620498615,"S"
479,"2pulA","NUC",10,437,1,0.22883295194508,"S"
