"channel","threshold","binding_site_index","ligand_group","smooth_value","mean_value","sd_value"
"c12",10.1,33,"AMP",-1.01637431828957,-1.61739506399976,1.40278542916732
"c12",10.1,57,"AMP",-2.08317769747036,-1.61739506399976,1.40278542916732
"c12",10.1,18,"AMP",0.0450992382006345,-1.61739506399976,1.40278542916732
"c12",10.1,48,"AMP",-0.810364377983571,-1.61739506399976,1.40278542916732
"c12",10.1,17,"AMP",-2.25991133680533,-1.61739506399976,1.40278542916732
"c12",10.1,10,"AMP",-0.726968691492884,-1.61739506399976,1.40278542916732
"c12",10.1,34,"AMP",-2.4225898325467,-1.61739506399976,1.40278542916732
"c12",10.1,40,"AMP",-1.83715841761037,-1.61739506399976,1.40278542916732
"c12",10.1,28,"AMP",-2.59956246883523,-1.61739506399976,1.40278542916732
"c12",10.1,38,"AMP",-1.16200941062973,-1.61739506399976,1.40278542916732
"c12",10.1,5,"AMP",-3.20866004557184,-1.61739506399976,1.40278542916732
"c12",10.1,32,"AMP",-1.86127104120615,-1.61739506399976,1.40278542916732
"c12",10.1,56,"AMP",-1.45844237070226,-1.61739506399976,1.40278542916732
"c12",10.1,14,"AMP",-2.85134869074003,-1.61739506399976,1.40278542916732
"c12",10.1,9,"AMP",-0.211655267986931,-1.61739506399976,1.40278542916732
"c12",10.1,59,"AMP",-3.27812423305419,-1.61739506399976,1.40278542916732
"c12",10.1,27,"AMP",-1.14498832047862,-1.61739506399976,1.40278542916732
"c12",10.1,39,"AMP",-1.43216544317135,-1.61739506399976,1.40278542916732
"c12",10.1,46,"AMP",-1.8423815940574,-1.61739506399976,1.40278542916732
"c12",10.1,1,"AMP",-2.4732273335378,-1.61739506399976,1.40278542916732
"c12",10.1,31,"AMP",-1.84384592305638,-1.61739506399976,1.40278542916732
"c12",10.1,49,"AMP",-1.80419185480168,-1.61739506399976,1.40278542916732
"c12",10.1,24,"AMP",-2.26852208343142,-1.61739506399976,1.40278542916732
"c12",10.1,26,"AMP",-1.95812090190527,-1.61739506399976,1.40278542916732
"c12",10.1,22,"AMP",-0.217234730130547,-1.61739506399976,1.40278542916732
"c12",10.1,55,"AMP",-0.805901407655879,-1.61739506399976,1.40278542916732
"c12",10.1,23,"AMP",-1.66991732860911,-1.61739506399976,1.40278542916732
"c12",10.1,6,"AMP",-0.878539560297575,-1.61739506399976,1.40278542916732
"c12",10.1,30,"AMP",0.814730961212802,-1.61739506399976,1.40278542916732
"c12",10.1,3,"AMP",-2.9424448796855,-1.61739506399976,1.40278542916732
"c12",10.1,21,"AMP",-3.50470047112821,-1.61739506399976,1.40278542916732
"c12",10.1,7,"AMP",-1.74343439108379,-1.61739506399976,1.40278542916732
"c12",10.1,4,"AMP",-1.84516627670332,-1.61739506399976,1.40278542916732
"c12",10.1,25,"AMP",1.07410956105375,-1.61739506399976,1.40278542916732
"c12",10.1,53,"AMP",-1.67948132818083,-1.61739506399976,1.40278542916732
"c12",10.1,11,"AMP",-1.08147870174995,-1.61739506399976,1.40278542916732
"c12",10.1,44,"AMP",-4.66855949861965,-1.61739506399976,1.40278542916732
"c12",10.1,20,"AMP",-3.29318621778401,-1.61739506399976,1.40278542916732
"c12",10.1,15,"AMP",-1.07145220979705,-1.61739506399976,1.40278542916732
"c12",10.1,42,"AMP",-1.89176987139243,-1.61739506399976,1.40278542916732
"c12",10.1,29,"AMP",-2.63459885830512,-1.61739506399976,1.40278542916732
"c12",10.1,12,"AMP",1.04143387027843,-1.61739506399976,1.40278542916732
"c12",10.1,16,"AMP",-2.14842474985042,-1.61739506399976,1.40278542916732
"c12",10.1,43,"AMP",4.08008187055406,-1.61739506399976,1.40278542916732
"c12",10.1,2,"AMP",0.584941350199555,-1.61739506399976,1.40278542916732
"c12",10.1,52,"AMP",-0.109437416364839,-1.61739506399976,1.40278542916732
"c12",10.1,37,"AMP",-0.976432178452828,-1.61739506399976,1.40278542916732
"c12",10.1,51,"AMP",-0.536904531411505,-1.61739506399976,1.40278542916732
"c12",10.1,47,"AMP",-3.30806353878242,-1.61739506399976,1.40278542916732
"c12",10.2,17,"AMP",-2.06794600310855,-1.62315389791561,1.40109583360359
"c12",10.2,9,"AMP",-0.206770843252289,-1.62315389791561,1.40109583360359
"c12",10.2,28,"AMP",-2.60483687587875,-1.62315389791561,1.40109583360359
"c12",10.2,49,"AMP",-1.7957757243535,-1.62315389791561,1.40109583360359
"c12",10.2,26,"AMP",-1.89962642582078,-1.62315389791561,1.40109583360359
"c12",10.2,8,"AMP",-1.70608862227966,-1.62315389791561,1.40109583360359
"c12",10.2,57,"AMP",-2.1651620879154,-1.62315389791561,1.40109583360359
"c12",10.2,27,"AMP",-1.12431593088704,-1.62315389791561,1.40109583360359
"c12",10.2,45,"AMP",-1.58993400007523,-1.62315389791561,1.40109583360359
"c12",10.2,52,"AMP",-0.214377707903828,-1.62315389791561,1.40109583360359
"c12",10.2,32,"AMP",-1.93583902346566,-1.62315389791561,1.40109583360359
"c12",10.2,19,"AMP",-2.11749465814977,-1.62315389791561,1.40109583360359
"c12",10.2,34,"AMP",-2.49720848421635,-1.62315389791561,1.40109583360359
"c12",10.2,46,"AMP",-1.84377721340836,-1.62315389791561,1.40109583360359
"c12",10.2,60,"AMP",-2.43982963755331,-1.62315389791561,1.40109583360359
"c12",10.2,22,"AMP",-0.185253184318473,-1.62315389791561,1.40109583360359
"c12",10.2,44,"AMP",-4.79668156916555,-1.62315389791561,1.40109583360359
"c12",10.2,23,"AMP",-1.70043290001647,-1.62315389791561,1.40109583360359
"c12",10.2,6,"AMP",-0.991373849339218,-1.62315389791561,1.40109583360359
"c12",10.2,18,"AMP",-0.0755875853269585,-1.62315389791561,1.40109583360359
"c12",10.2,33,"AMP",-0.98242039131439,-1.62315389791561,1.40109583360359
"c12",10.2,3,"AMP",-2.88307275469119,-1.62315389791561,1.40109583360359
"c12",10.2,59,"AMP",-3.3753786370792,-1.62315389791561,1.40109583360359
"c12",10.2,10,"AMP",-0.72753543138161,-1.62315389791561,1.40109583360359
"c12",10.2,7,"AMP",-1.86865787947071,-1.62315389791561,1.40109583360359
"c12",10.2,37,"AMP",-1.01707735372017,-1.62315389791561,1.40109583360359
"c12",10.2,31,"AMP",-1.83284716867494,-1.62315389791561,1.40109583360359
"c12",10.2,48,"AMP",-0.810905005348329,-1.62315389791561,1.40109583360359
"c12",10.2,58,"AMP",-2.66880706712368,-1.62315389791561,1.40109583360359
"c12",10.2,55,"AMP",-0.845089986752073,-1.62315389791561,1.40109583360359
"c12",10.2,50,"AMP",-3.07968755301129,-1.62315389791561,1.40109583360359
"c12",10.2,56,"AMP",-1.47627453778464,-1.62315389791561,1.40109583360359
"c12",10.2,11,"AMP",-1.0053205138495,-1.62315389791561,1.40109583360359
"c12",10.2,41,"AMP",-2.64577475304585,-1.62315389791561,1.40109583360359
"c12",10.2,53,"AMP",-1.76067569397498,-1.62315389791561,1.40109583360359
"c12",10.2,30,"AMP",0.888869744952991,-1.62315389791561,1.40109583360359
"c12",10.2,5,"AMP",-3.2152985122524,-1.62315389791561,1.40109583360359
"c12",10.2,15,"AMP",-1.14096634603593,-1.62315389791561,1.40109583360359
"c12",10.2,4,"AMP",-1.90910121617071,-1.62315389791561,1.40109583360359
"c12",10.2,12,"AMP",1.00352303436483,-1.62315389791561,1.40109583360359
"c12",10.2,43,"AMP",3.94344823402599,-1.62315389791561,1.40109583360359
"c12",10.2,14,"AMP",-2.88280610217853,-1.62315389791561,1.40109583360359
"c12",10.2,40,"AMP",-1.73427028961261,-1.62315389791561,1.40109583360359
"c12",10.2,47,"AMP",-3.2953693045532,-1.62315389791561,1.40109583360359
"c12",10.2,1,"AMP",-2.52166205346904,-1.62315389791561,1.40109583360359
"c12",10.2,21,"AMP",-3.51314254434054,-1.62315389791561,1.40109583360359
"c12",10.2,20,"AMP",-3.25541375443657,-1.62315389791561,1.40109583360359
"c12",10.2,25,"AMP",1.01221520803185,-1.62315389791561,1.40109583360359
"c12",10.2,16,"AMP",-2.1301052761909,-1.62315389791561,1.40109583360359
"c12",10.2,36,"AMP",-2.51554842568512,-1.62315389791561,1.40109583360359
"c12",10.2,54,"AMP",-0.24938101167726,-1.62315389791561,1.40109583360359
"c12",10.2,13,"AMP",-3.10891332944743,-1.62315389791561,1.40109583360359
"c12",10.2,42,"AMP",-1.93368827550361,-1.62315389791561,1.40109583360359
"c12",10.2,29,"AMP",-2.63442326330224,-1.62315389791561,1.40109583360359
"c12",10.2,35,"AMP",-2.88833380235557,-1.62315389791561,1.40109583360359
"c12",10.2,2,"AMP",0.73614916178729,-1.62315389791561,1.40109583360359
"c12",10.2,24,"AMP",-2.22485284874267,-1.62315389791561,1.40109583360359
"c12",10.2,38,"AMP",-1.10753228042823,-1.62315389791561,1.40109583360359
"c12",10.2,39,"AMP",-1.3269758592518,-1.62315389791561,1.40109583360359
"c12",10.2,51,"AMP",-0.44781770880769,-1.62315389791561,1.40109583360359
"c12",10.3,34,"AMP",-2.57101731060505,-1.62692688671156,1.39854779811402
"c12",10.3,17,"AMP",-1.91637978105262,-1.62692688671156,1.39854779811402
"c12",10.3,27,"AMP",-1.08118199382617,-1.62692688671156,1.39854779811402
"c12",10.3,49,"AMP",-1.78083855646313,-1.62692688671156,1.39854779811402
"c12",10.3,46,"AMP",-1.83096305176755,-1.62692688671156,1.39854779811402
"c12",10.3,50,"AMP",-3.15962435526013,-1.62692688671156,1.39854779811402
"c12",10.3,60,"AMP",-2.34838195635335,-1.62692688671156,1.39854779811402
"c12",10.3,26,"AMP",-1.84193811709582,-1.62692688671156,1.39854779811402
"c12",10.3,10,"AMP",-0.717700371536787,-1.62692688671156,1.39854779811402
"c12",10.3,45,"AMP",-1.56647548770343,-1.62692688671156,1.39854779811402
"c12",10.3,59,"AMP",-3.46398029098295,-1.62692688671156,1.39854779811402
"c12",10.3,6,"AMP",-1.12860943313699,-1.62692688671156,1.39854779811402
"c12",10.3,19,"AMP",-2.0801276713592,-1.62692688671156,1.39854779811402
"c12",10.3,58,"AMP",-2.60604797519408,-1.62692688671156,1.39854779811402
"c12",10.3,7,"AMP",-1.92954446487168,-1.62692688671156,1.39854779811402
"c12",10.3,31,"AMP",-1.83229009673577,-1.62692688671156,1.39854779811402
"c12",10.3,53,"AMP",-1.74898820133919,-1.62692688671156,1.39854779811402
"c12",10.3,18,"AMP",-0.159327653841199,-1.62692688671156,1.39854779811402
"c12",10.3,44,"AMP",-4.93964395251832,-1.62692688671156,1.39854779811402
"c12",10.3,30,"AMP",0.954878908248096,-1.62692688671156,1.39854779811402
"c12",10.3,12,"AMP",0.927459230712179,-1.62692688671156,1.39854779811402
"c12",10.3,1,"AMP",-2.55247588067237,-1.62692688671156,1.39854779811402
"c12",10.3,3,"AMP",-2.86814315582663,-1.62692688671156,1.39854779811402
"c12",10.3,4,"AMP",-1.95626098678812,-1.62692688671156,1.39854779811402
"c12",10.3,5,"AMP",-3.28543786820461,-1.62692688671156,1.39854779811402
"c12",10.3,23,"AMP",-1.76686098680157,-1.62692688671156,1.39854779811402
"c12",10.3,11,"AMP",-0.902022379971956,-1.62692688671156,1.39854779811402
"c12",10.3,22,"AMP",-0.217064330894007,-1.62692688671156,1.39854779811402
"c12",10.3,41,"AMP",-2.64874619913797,-1.62692688671156,1.39854779811402
"c12",10.3,37,"AMP",-1.02498156256586,-1.62692688671156,1.39854779811402
"c12",10.3,48,"AMP",-0.82011831108804,-1.62692688671156,1.39854779811402
"c12",10.3,20,"AMP",-3.21237489445895,-1.62692688671156,1.39854779811402
"c12",10.3,25,"AMP",0.984342849490177,-1.62692688671156,1.39854779811402
"c12",10.3,55,"AMP",-0.848890244990193,-1.62692688671156,1.39854779811402
"c12",10.3,38,"AMP",-1.05698248963664,-1.62692688671156,1.39854779811402
"c12",10.3,14,"AMP",-2.95863300378442,-1.62692688671156,1.39854779811402
"c12",10.3,28,"AMP",-2.58794331945818,-1.62692688671156,1.39854779811402
"c12",10.3,35,"AMP",-2.92005439132087,-1.62692688671156,1.39854779811402
"c12",10.3,36,"AMP",-2.43625491575979,-1.62692688671156,1.39854779811402
"c12",10.3,24,"AMP",-2.16929983738747,-1.62692688671156,1.39854779811402
"c12",10.3,29,"AMP",-2.62190502479683,-1.62692688671156,1.39854779811402
"c12",10.3,15,"AMP",-1.21493775226908,-1.62692688671156,1.39854779811402
"c12",10.3,40,"AMP",-1.59825526792486,-1.62692688671156,1.39854779811402
"c12",10.3,32,"AMP",-2.00333062368251,-1.62692688671156,1.39854779811402
"c12",10.3,54,"AMP",-0.25521624758393,-1.62692688671156,1.39854779811402
"c12",10.3,13,"AMP",-3.11500070330874,-1.62692688671156,1.39854779811402
"c12",10.3,47,"AMP",-3.24624346551214,-1.62692688671156,1.39854779811402
"c12",10.3,21,"AMP",-3.4989455679778,-1.62692688671156,1.39854779811402
"c12",10.3,2,"AMP",0.861518413865755,-1.62692688671156,1.39854779811402
"c12",10.3,8,"AMP",-1.72029510946665,-1.62692688671156,1.39854779811402
"c12",10.3,9,"AMP",-0.212748618264482,-1.62692688671156,1.39854779811402
"c12",10.3,43,"AMP",3.77167643641087,-1.62692688671156,1.39854779811402
"c12",10.3,52,"AMP",-0.245412901782264,-1.62692688671156,1.39854779811402
"c12",10.3,57,"AMP",-2.24843723061599,-1.62692688671156,1.39854779811402
"c12",10.3,56,"AMP",-1.51751101319055,-1.62692688671156,1.39854779811402
"c12",10.3,51,"AMP",-0.430494407978136,-1.62692688671156,1.39854779811402
"c12",10.3,42,"AMP",-1.97561179196301,-1.62692688671156,1.39854779811402
"c12",10.3,39,"AMP",-1.190976216087,-1.62692688671156,1.39854779811402
"c12",10.3,16,"AMP",-2.13345493026253,-1.62692688671156,1.39854779811402
"c12",10.3,33,"AMP",-0.951106688363091,-1.62692688671156,1.39854779811402
"c12",10.4,34,"AMP",-2.64034962762887,-1.62838048254233,1.39649043183162
"c12",10.4,45,"AMP",-1.53947747277051,-1.62838048254233,1.39649043183162
"c12",10.4,3,"AMP",-2.89640273986272,-1.62838048254233,1.39649043183162
"c12",10.4,60,"AMP",-2.22160484665487,-1.62838048254233,1.39649043183162
"c12",10.4,31,"AMP",-1.84021429672081,-1.62838048254233,1.39649043183162
"c12",10.4,25,"AMP",0.987484198013263,-1.62838048254233,1.39649043183162
"c12",10.4,15,"AMP",-1.29293912705385,-1.62838048254233,1.39649043183162
"c12",10.4,59,"AMP",-3.54039934114636,-1.62838048254233,1.39649043183162
"c12",10.4,30,"AMP",1.0138809024866,-1.62838048254233,1.39649043183162
"c12",10.4,32,"AMP",-2.05815940216273,-1.62838048254233,1.39649043183162
"c12",10.4,18,"AMP",-0.208717396288675,-1.62838048254233,1.39649043183162
"c12",10.4,41,"AMP",-2.5952812938393,-1.62838048254233,1.39649043183162
"c12",10.4,7,"AMP",-1.93015175172349,-1.62838048254233,1.39649043183162
"c12",10.4,20,"AMP",-3.17018801089263,-1.62838048254233,1.39649043183162
"c12",10.4,1,"AMP",-2.56729091308585,-1.62838048254233,1.39649043183162
"c12",10.4,22,"AMP",-0.302214041010175,-1.62838048254233,1.39649043183162
"c12",10.4,29,"AMP",-2.59728456918832,-1.62838048254233,1.39649043183162
"c12",10.4,37,"AMP",-0.998626424562046,-1.62838048254233,1.39649043183162
"c12",10.4,44,"AMP",-5.0888031673146,-1.62838048254233,1.39649043183162
"c12",10.4,12,"AMP",0.819952941583245,-1.62838048254233,1.39649043183162
"c12",10.4,19,"AMP",-2.02451331374888,-1.62838048254233,1.39649043183162
"c12",10.4,58,"AMP",-2.55999985038996,-1.62838048254233,1.39649043183162
"c12",10.4,5,"AMP",-3.4090059070491,-1.62838048254233,1.39649043183162
"c12",10.4,14,"AMP",-3.07213800893697,-1.62838048254233,1.39649043183162
"c12",10.4,11,"AMP",-0.778178586733068,-1.62838048254233,1.39649043183162
"c12",10.4,23,"AMP",-1.8571764949905,-1.62838048254233,1.39649043183162
"c12",10.4,54,"AMP",-0.286691572229601,-1.62838048254233,1.39649043183162
"c12",10.4,36,"AMP",-2.3710552291045,-1.62838048254233,1.39649043183162
"c12",10.4,24,"AMP",-2.10855270580078,-1.62838048254233,1.39649043183162
"c12",10.4,4,"AMP",-1.98089100152281,-1.62838048254233,1.39649043183162
"c12",10.4,28,"AMP",-2.5513229326802,-1.62838048254233,1.39649043183162
"c12",10.4,10,"AMP",-0.697346207999826,-1.62838048254233,1.39649043183162
"c12",10.4,50,"AMP",-3.22063862300577,-1.62838048254233,1.39649043183162
"c12",10.4,26,"AMP",-1.78742508849318,-1.62838048254233,1.39649043183162
"c12",10.4,8,"AMP",-1.79726010034246,-1.62838048254233,1.39649043183162
"c12",10.4,35,"AMP",-2.95964231935219,-1.62838048254233,1.39649043183162
"c12",10.4,53,"AMP",-1.66538006513745,-1.62838048254233,1.39649043183162
"c12",10.4,39,"AMP",-1.03095026574632,-1.62838048254233,1.39649043183162
"c12",10.4,27,"AMP",-1.0196490721015,-1.62838048254233,1.39649043183162
"c12",10.4,21,"AMP",-3.46780832978214,-1.62838048254233,1.39649043183162
"c12",10.4,48,"AMP",-0.836537838601618,-1.62838048254233,1.39649043183162
"c12",10.4,55,"AMP",-0.81832225098085,-1.62838048254233,1.39649043183162
"c12",10.4,17,"AMP",-1.80863612535588,-1.62838048254233,1.39649043183162
"c12",10.4,46,"AMP",-1.80590928642282,-1.62838048254233,1.39649043183162
"c12",10.4,40,"AMP",-1.44030742916303,-1.62838048254233,1.39649043183162
"c12",10.4,47,"AMP",-3.16505451174705,-1.62838048254233,1.39649043183162
"c12",10.4,2,"AMP",0.959182189508304,-1.62838048254233,1.39649043183162
"c12",10.4,56,"AMP",-1.57452035649318,-1.62838048254233,1.39649043183162
"c12",10.4,16,"AMP",-2.15762381002575,-1.62838048254233,1.39649043183162
"c12",10.4,42,"AMP",-2.01503144323734,-1.62838048254233,1.39649043183162
"c12",10.4,51,"AMP",-0.477789968343955,-1.62838048254233,1.39649043183162
"c12",10.4,33,"AMP",-0.923119649051961,-1.62838048254233,1.39649043183162
"c12",10.4,9,"AMP",-0.22032578921553,-1.62838048254233,1.39649043183162
"c12",10.4,38,"AMP",-1.01012798770958,-1.62838048254233,1.39649043183162
"c12",10.4,13,"AMP",-3.09350259861686,-1.62838048254233,1.39649043183162
"c12",10.4,49,"AMP",-1.76142511072599,-1.62838048254233,1.39649043183162
"c12",10.4,52,"AMP",-0.213951957634216,-1.62838048254233,1.39649043183162
"c12",10.4,57,"AMP",-2.33163863920979,-1.62838048254233,1.39649043183162
"c12",10.4,43,"AMP",3.57596571339345,-1.62838048254233,1.39649043183162
"c12",10.4,6,"AMP",-1.27174004793624,-1.62838048254233,1.39649043183162
"c12",10.5,25,"AMP",1.00961522147523,-1.62718022075943,1.39670188868978
"c12",10.5,32,"AMP",-2.09459857795782,-1.62718022075943,1.39670188868978
"c12",10.5,14,"AMP",-3.20608554754159,-1.62718022075943,1.39670188868978
"c12",10.5,30,"AMP",1.06766715427014,-1.62718022075943,1.39670188868978
"c12",10.5,5,"AMP",-3.56027379792926,-1.62718022075943,1.39670188868978
"c12",10.5,46,"AMP",-1.77434929722864,-1.62718022075943,1.39670188868978
"c12",10.5,23,"AMP",-1.95152047928103,-1.62718022075943,1.39670188868978
"c12",10.5,7,"AMP",-1.88699139845044,-1.62718022075943,1.39670188868978
"c12",10.5,37,"AMP",-0.942933199827184,-1.62718022075943,1.39670188868978
"c12",10.5,45,"AMP",-1.51034468012733,-1.62718022075943,1.39670188868978
"c12",10.5,49,"AMP",-1.74307157813742,-1.62718022075943,1.39670188868978
"c12",10.5,28,"AMP",-2.49879296946369,-1.62718022075943,1.39670188868978
"c12",10.5,10,"AMP",-0.676748275002488,-1.62718022075943,1.39670188868978
"c12",10.5,4,"AMP",-1.98151286304932,-1.62718022075943,1.39670188868978
"c12",10.5,50,"AMP",-3.25219151121271,-1.62718022075943,1.39670188868978
"c12",10.5,8,"AMP",-1.91065703120823,-1.62718022075943,1.39670188868978
"c12",10.5,35,"AMP",-2.99536473103739,-1.62718022075943,1.39670188868978
"c12",10.5,41,"AMP",-2.50731506610693,-1.62718022075943,1.39670188868978
"c12",10.5,6,"AMP",-1.39704156832245,-1.62718022075943,1.39670188868978
"c12",10.5,27,"AMP",-0.9512418422907,-1.62718022075943,1.39670188868978
"c12",10.5,54,"AMP",-0.331060815612538,-1.62718022075943,1.39670188868978
"c12",10.5,36,"AMP",-2.31978413374646,-1.62718022075943,1.39670188868978
"c12",10.5,24,"AMP",-2.05152346408036,-1.62718022075943,1.39670188868978
"c12",10.5,34,"AMP",-2.70303751166319,-1.62718022075943,1.39670188868978
"c12",10.5,15,"AMP",-1.37471620746971,-1.62718022075943,1.39670188868978
"c12",10.5,1,"AMP",-2.57213236557189,-1.62718022075943,1.39670188868978
"c12",10.5,55,"AMP",-0.761557338726043,-1.62718022075943,1.39670188868978
"c12",10.5,26,"AMP",-1.7402922481361,-1.62718022075943,1.39670188868978
"c12",10.5,56,"AMP",-1.63223879773643,-1.62718022075943,1.39670188868978
"c12",10.5,29,"AMP",-2.56231566201702,-1.62718022075943,1.39670188868978
"c12",10.5,53,"AMP",-1.5551574685755,-1.62718022075943,1.39670188868978
"c12",10.5,47,"AMP",-3.06521712697309,-1.62718022075943,1.39670188868978
"c12",10.5,33,"AMP",-0.897311965825298,-1.62718022075943,1.39670188868978
"c12",10.5,9,"AMP",-0.216141746928317,-1.62718022075943,1.39670188868978
"c12",10.5,48,"AMP",-0.856896918196968,-1.62718022075943,1.39670188868978
"c12",10.5,39,"AMP",-0.859937419101989,-1.62718022075943,1.39670188868978
"c12",10.5,60,"AMP",-2.08242779207667,-1.62718022075943,1.39670188868978
"c12",10.5,31,"AMP",-1.8511533906539,-1.62718022075943,1.39670188868978
"c12",10.5,22,"AMP",-0.415474023843343,-1.62718022075943,1.39670188868978
"c12",10.5,58,"AMP",-2.52829224560111,-1.62718022075943,1.39670188868978
"c12",10.5,13,"AMP",-3.05274733373755,-1.62718022075943,1.39670188868978
"c12",10.5,44,"AMP",-5.23111206444055,-1.62718022075943,1.39670188868978
"c12",10.5,11,"AMP",-0.648180313964797,-1.62718022075943,1.39670188868978
