"channel","label","threshold","mean_value"
"ILR1","AMP",11.7,0.88887053730469
"ILR1","AMP",11.8,0.888878754304258
"ILR1","AMP",11.9,0.88904631803324
"ILR1","AMP",12,0.889398479689566
"ILR1","AMP",12.1,0.88994925979546
"ILR1","AMP",12.2,0.890712010256169
"ILR1","AMP",12.3,0.891700082976946
"ILR1","AMP",12.4,0.89292682986304
"ILR1","AMP",12.5,0.894394101695358
"ILR1","AMP",12.6,0.896057744757417
"ILR1","AMP",12.7,0.897862104208394
"ILR1","AMP",12.8,0.899751525207463
"ILR1","AMP",12.9,0.901670352913798
"ILR1","AMP",13,0.903563131108115
"ILR1","AMP",13.1,0.905377739792329
"ILR1","AMP",13.2,0.907064827256085
"ILR1","AMP",13.3,0.908575125582491
"ILR1","AMP",13.4,0.909859366854656
"ILR1","AMP",13.5,0.910868348203721
"ILR1","AMP",13.6,0.911585911161848
"ILR1","AMP",13.7,0.912082606289856
"ILR1","AMP",13.8,0.912443034523806
"ILR1","AMP",13.9,0.912751796799753
"ILR1","AMP",14,0.913093494053758
"ILR1","AMP",14.1,0.913544586863007
"ILR1","AMP",14.2,0.914101564919137
"ILR1","AMP",14.3,0.914715527272719
"ILR1","AMP",14.4,0.91533705199136
"ILR1","AMP",14.5,0.915916717142663
"ILR1","AMP",14.6,0.916405273834325
"ILR1","AMP",14.7,0.916768549292179
"ILR1","AMP",14.8,0.916998932396388
"ILR1","AMP",14.9,0.917091515778572
"ILR1","AMP",15,0.917041392070354
"ILR1","AMP",15.1,0.916843653903354
"ILR1","AMP",15.2,0.916498400204372
"ILR1","AMP",15.3,0.9160366252311
"ILR1","AMP",15.4,0.915501097305812
"ILR1","AMP",15.5,0.914934607928079
"ILR1","AMP",15.6,0.914379948597468
"ILR1","AMP",15.7,0.913879013338551
"ILR1","AMP",15.8,0.91344404626114
"ILR1","AMP",15.9,0.91305155867419
"ILR1","AMP",16,0.912675934538511
"ILR1","AMP",16.1,0.912291557814915
"ILR1","AMP",16.2,0.911872812464213
"ILR1","AMP",16.3,0.911404083338879
"ILR1","AMP",16.4,0.910909758858048
"ILR1","AMP",16.5,0.910424228332518
"ILR1","AMP",16.6,0.909981881073088
"ILR1","AMP",16.7,0.909617106390556
"ILR1","AMP",16.8,0.909361761910532
"ILR1","AMP",16.9,0.909205180859003
"ILR1","AMP",17,0.909101411099657
"ILR1","AMP",17.1,0.909003432441494
"ILR1","AMP",17.2,0.908864224693515
"ILR1","AMP",17.3,0.908636816204132
"ILR1","AMP",17.4,0.908298893343167
"ILR1","AMP",17.5,0.907892845516922
"ILR1","AMP",17.6,0.907471546644742
"ILR1","AMP",17.7,0.907087870645972
"ILR1","AMP",17.8,0.906794691439954
"ILR1","AMP",17.9,0.906638231460389
"ILR1","AMP",18,0.906599368946004
"ILR1","AMP",18.1,0.90662189345157
"ILR1","AMP",18.2,0.906649168836779
"ILR1","AMP",18.3,0.906624558961322
"ILR1","AMP",18.4,0.906491895763186
"ILR1","AMP",18.5,0.906235792501694
"ILR1","AMP",18.6,0.905912712454259
"ILR1","AMP",18.7,0.905586432621634
"ILR1","AMP",18.8,0.905320730004567
"ILR1","AMP",18.9,0.905179381603814
"ILR1","AMP",19,0.905211055377064
"ILR1","AMP",19.1,0.905371176900549
"ILR1","AMP",19.2,0.9055796375196
"ILR1","AMP",19.3,0.905756258630276
"ILR1","AMP",19.4,0.905820861628637
"ILR1","AMP",19.5,0.905694692313223
"ILR1","AMP",19.6,0.905346054520068
"ILR1","AMP",19.7,0.904799964406182
"ILR1","AMP",19.8,0.904084814490006
"ILR1","AMP",19.9,0.903228997289986
"ILR1","AMP",20,0.902260905324565
"ILR1","ATP",4.8,0.89103277837994
"ILR1","ATP",4.9,0.872300150009697
"ILR1","ATP",5,0.857884244037376
"ILR1","ATP",5.1,0.847147589395215
"ILR1","ATP",5.2,0.839452715015448
"ILR1","ATP",5.3,0.834162149830313
"ILR1","ATP",5.4,0.830649909945595
"ILR1","ATP",5.5,0.828482960085271
"ILR1","ATP",5.6,0.827388367454646
"ILR1","ATP",5.7,0.827098045410369
"ILR1","ATP",5.8,0.827343907309082
"ILR1","ATP",5.9,0.827857942362749
"ILR1","ATP",6,0.828410674282358
"ILR1","ATP",6.1,0.828873741911202
"ILR1","ATP",6.2,0.829135168840192
"ILR1","ATP",6.3,0.829082978660239
"ILR1","ATP",6.4,0.828605194962255
"ILR1","ATP",6.5,0.827601038013053
"ILR1","ATP",6.6,0.826079724223481
"ILR1","ATP",6.7,0.824112902669206
"ILR1","ATP",6.8,0.821772939013152
"ILR1","ATP",6.9,0.819132198918245
"ILR1","ATP",7,0.816263663406204
"ILR1","ATP",7.1,0.813293926633903
"ILR1","ATP",7.2,0.810444040333491
"ILR1","ATP",7.3,0.807944671218313
"ILR1","ATP",7.4,0.806026486001714
"ILR1","ATP",7.5,0.80492015139704
"ILR1","ATP",7.6,0.804814018441229
"ILR1","ATP",7.7,0.805635295594133
"ILR1","ATP",7.8,0.807211671113686
"ILR1","ATP",7.9,0.80937063735191
"ILR1","ATP",8,0.811939686660828
"ILR1","ATP",8.1,0.814748938140649
"ILR1","ATP",8.2,0.817715290868653
"ILR1","ATP",8.3,0.820860227414673
"ILR1","ATP",8.4,0.824211456714607
"ILR1","ATP",8.5,0.827796687704356
"ILR1","ATP",8.6,0.831643629319817
"ILR1","ATP",8.7,0.835743821540796
"ILR1","ATP",8.8,0.839944128522725
"ILR1","ATP",8.9,0.84405524546494
"ILR1","ATP",9,0.84788786756678
"ILR1","ATP",9.1,0.851252690027583
"ILR1","ATP",9.2,0.853970672546037
"ILR1","ATP",9.3,0.856035186333365
"ILR1","ATP",9.4,0.857582664060494
"ILR1","ATP",9.5,0.858753868734013
"ILR1","ATP",9.6,0.859689563360514
"ILR1","ATP",9.7,0.860530435742906
"ILR1","ATP",9.8,0.861378970214523
"ILR1","ATP",9.9,0.862237404602907
"ILR1","ATP",10,0.863091732740661
"ILR1","ATP",10.1,0.863927948460386
"ILR1","ATP",10.2,0.864732045594686
"ILR1","ATP",10.3,0.865491609347614
"ILR1","ATP",10.4,0.866209858556345
"ILR1","ATP",10.5,0.866898885545257
"ILR1","ATP",10.6,0.867570884486502
"ILR1","ATP",10.7,0.868238049552231
"ILR1","ATP",10.8,0.868912543116601
"ILR1","ATP",10.9,0.869603757153471
"ILR1","ATP",11,0.870316202644492
"ILR1","ATP",11.1,0.871053893727649
"ILR1","ATP",11.2,0.871820844540926
"ILR1","ATP",11.3,0.872621069222305
"ILR1","ATP",11.4,0.873454545109628
"ILR1","ATP",11.5,0.874296337250954
"ILR1","ATP",11.6,0.875112016738449
"ILR1","ATP",11.7,0.87586713597539
"ILR1","ATP",11.8,0.876527247365052
"ILR1","ATP",11.9,0.877059337713071
"ILR1","ATP",12,0.877477782228979
"ILR1","ATP",12.1,0.877854066586635
"ILR1","ATP",12.2,0.878263076524759
"ILR1","ATP",12.3,0.878779697782063
"ILR1","ATP",12.4,0.879478816097265
"ILR1","ATP",12.5,0.880421463569031
"ILR1","ATP",12.6,0.881613257735832
"ILR1","ATP",12.7,0.883045962496088
"ILR1","ATP",12.8,0.884711341748219
"ILR1","ATP",12.9,0.886601159390648
"ILR1","ATP",13,0.888703580597421
"ILR1","ATP",13.1,0.890946323219152
"ILR1","ATP",13.2,0.893206947885515
"ILR1","ATP",13.3,0.895361497014341
"ILR1","ATP",13.4,0.897286013023464
"ILR1","ATP",13.5,0.898856649003889
"ILR1","ATP",13.6,0.900005780020396
"ILR1","ATP",13.7,0.900813308482323
"ILR1","ATP",13.8,0.901383042205179
"ILR1","ATP",13.9,0.901818789004472
"ILR1","ATP",14,0.902224356695709
"ILR1","ATP",14.1,0.902695446583245
"ILR1","ATP",14.2,0.903248121605835
"ILR1","ATP",14.3,0.903853242796035
"ILR1","ATP",14.4,0.904481152369682
"ILR1","ATP",14.5,0.905102192542617
"ILR1","ATP",14.6,0.905686747936846
"ILR1","ATP",14.7,0.906208897811769
"ILR1","ATP",14.8,0.906649230773578
"ILR1","ATP",14.9,0.906988998024844
"ILR1","ATP",15,0.907209450768137
"ILR1","ATP",15.1,0.907291840206026
"ILR1","ATP",15.2,0.907227068872242
"ILR1","ATP",15.3,0.907065600524765
"ILR1","ATP",15.4,0.906880597422639
"ILR1","ATP",15.5,0.906745266506997
"ILR1","ATP",15.6,0.906732814718971
"ILR1","ATP",15.7,0.906914187057552
"ILR1","ATP",15.8,0.907285600655328
"ILR1","ATP",15.9,0.907753213837295
"ILR1","ATP",16,0.908217823287808
"ILR1","ATP",16.1,0.908580225691222
"ILR1","ATP",16.2,0.908741217731892
"ILR1","ATP",16.3,0.908631692986103
"ILR1","ATP",16.4,0.908302932597856
"ILR1","ATP",16.5,0.907836314603081
"ILR1","ATP",16.6,0.907313217037705
"ILR1","ATP",16.7,0.90681501793766
"ILR1","ATP",16.8,0.906419978715499
"ILR1","ATP",16.9,0.9061540112505
"ILR1","ATP",17,0.905999589483631
"ILR1","ATP",17.1,0.90593787253038
"ILR1","ATP",17.2,0.905950019506226
"ILR1","ATP",17.3,0.906017191443446
"ILR1","ATP",17.4,0.906121523104755
"ILR1","ATP",17.5,0.906247704336875
"ILR1","ATP",17.6,0.906380839013641
"ILR1","ATP",17.7,0.906506031008892
"ILR1","ATP",17.8,0.906608384196465
"ILR1","ATP",17.9,0.906674983809213
"ILR1","ATP",18,0.906712379950961
"ILR1","ATP",18.1,0.906738170783406
"ILR1","ATP",18.2,0.906770081275224
"ILR1","ATP",18.3,0.90682583639509
"ILR1","ATP",18.4,0.906922929805024
"ILR1","ATP",18.5,0.907058702574786
"ILR1","ATP",18.6,0.907194990202695
"ILR1","ATP",18.7,0.907290014020593
"ILR1","ATP",18.8,0.907301995360324
"ILR1","ATP",18.9,0.907189155553733
"ILR1","ATP",19,0.906916974201152
"ILR1","ATP",19.1,0.906495723828359
"ILR1","ATP",19.2,0.905952747333319
"ILR1","ATP",19.3,0.905315421217093
"ILR1","ATP",19.4,0.904611121980741
"ILR1","ATP",19.5,0.90386722037712
"ILR1","ATP",19.6,0.903110897255462
"ILR1","ATP",19.7,0.90236910460133
"ILR1","ATP",19.8,0.901668780774912
"ILR1","ATP",19.9,0.901036864136398
"ILR1","ATP",20,0.900500293045977
"ILR1","FAD",4.8,1.01977345546206
"ILR1","FAD",4.9,0.987668247508053
"ILR1","FAD",5,0.96319493424133
"ILR1","FAD",5.1,0.945259983016032
"ILR1","FAD",5.2,0.932769861186299
"ILR1","FAD",5.3,0.924631036106271
"ILR1","FAD",5.4,0.919762700429463
"ILR1","FAD",5.5,0.917297792072275
"ILR1","FAD",5.6,0.916546607811114
"ILR1","FAD",5.7,0.916824812908057
"ILR1","FAD",5.8,0.91744807262518
"ILR1","FAD",5.9,0.917732452117713
"ILR1","FAD",6,0.917197162262033
"ILR1","FAD",6.1,0.915894471505958
"ILR1","FAD",6.2,0.913963025218111
"ILR1","FAD",6.3,0.911541468767112
"ILR1","FAD",6.4,0.908768447521581
"ILR1","FAD",6.5,0.905773852074956
"ILR1","FAD",6.6,0.902601566109239
"ILR1","FAD",6.7,0.899246656679992
"ILR1","FAD",6.8,0.895703630537167
"ILR1","FAD",6.9,0.891966994430715
"ILR1","FAD",7,0.888032532519028
"ILR1","FAD",7.1,0.884007323171
"ILR1","FAD",7.2,0.880194526951358
"ILR1","FAD",7.3,0.876917263931732
"ILR1","FAD",7.4,0.874498654183753
"ILR1","FAD",7.5,0.873261817779051
"ILR1","FAD",7.6,0.873467868446269
"ILR1","FAD",7.7,0.874995260399204
"ILR1","FAD",7.8,0.877576618119071
"ILR1","FAD",7.9,0.880944279020678
"ILR1","FAD",8,0.884830580518833
"ILR1","FAD",8.1,0.888969438234651
"ILR1","FAD",8.2,0.893146907049308
"ILR1","FAD",8.3,0.897211877835656
"ILR1","FAD",8.4,0.901016982400001
"ILR1","FAD",8.5,0.904414852548652
"ILR1","FAD",8.6,0.907258120087914
"ILR1","FAD",8.7,0.909453569012797
"ILR1","FAD",8.8,0.911124592073105
"ILR1","FAD",8.9,0.912448734207341
"ILR1","FAD",9,0.91360354035401
"ILR1","FAD",9.1,0.914766555451615
"ILR1","FAD",9.2,0.91610586865674
"ILR1","FAD",9.3,0.91763074153899
"ILR1","FAD",9.4,0.919218645707434
"ILR1","FAD",9.5,0.920743063613141
"ILR1","FAD",9.6,0.922077477707179
"ILR1","FAD",9.7,0.9230954645806
"ILR1","FAD",9.8,0.923718423934958
"ILR1","FAD",9.9,0.923993244066892
"ILR1","FAD",10,0.923987147509004
"ILR1","FAD",10.1,0.923767356793895
"ILR1","FAD",10.2,0.923401094454168
"ILR1","FAD",10.3,0.92295385006821
"ILR1","FAD",10.4,0.922474088672246
"ILR1","FAD",10.5,0.922000612349813
"ILR1","FAD",10.6,0.921572112275381
"ILR1","FAD",10.7,0.921227279623421
"ILR1","FAD",10.8,0.921004210475146
"ILR1","FAD",10.9,0.920889153411845
"ILR1","FAD",11,0.920777010200013
"ILR1","FAD",11.1,0.920553384274023
"ILR1","FAD",11.2,0.920103879068246
"ILR1","FAD",11.3,0.919314098017054
"ILR1","FAD",11.4,0.918105344461141
"ILR1","FAD",11.5,0.916619236440867
"ILR1","FAD",11.6,0.915081352887387
"ILR1","FAD",11.7,0.913717438009199
"ILR1","FAD",11.8,0.912753236014804
"ILR1","FAD",11.9,0.912409611195163
"ILR1","FAD",12,0.912746209824939
"ILR1","FAD",12.1,0.913628385165865
"ILR1","FAD",12.2,0.914909923267746
"ILR1","FAD",12.3,0.916444610180381
"ILR1","FAD",12.4,0.918086231953573
"ILR1","FAD",12.5,0.919705934048331
"ILR1","FAD",12.6,0.921244299570486
"ILR1","FAD",12.7,0.92265927103707
"ILR1","FAD",12.8,0.923908790965119
"ILR1","FAD",12.9,0.924950801871669
"ILR1","FAD",13,0.92574628172196
"ILR1","FAD",13.1,0.926307194525306
"ILR1","FAD",13.2,0.926687810850383
"ILR1","FAD",13.3,0.926943681845581
"ILR1","FAD",13.4,0.927130358659289
"ILR1","FAD",13.5,0.927303350573757
"ILR1","FAD",13.6,0.927496898874239
"ILR1","FAD",13.7,0.927689437286928
"ILR1","FAD",13.8,0.92785035645268
"ILR1","FAD",13.9,0.927949047012349
"ILR1","FAD",14,0.92795489960679
"ILR1","FAD",14.1,0.927840695614296
"ILR1","FAD",14.2,0.927612527017722
"ILR1","FAD",14.3,0.927295392551865
"ILR1","FAD",14.4,0.926914507958718
"ILR1","FAD",14.5,0.926495088980276
"ILR1","FAD",14.6,0.926062254085185
"ILR1","FAD",14.7,0.925632646801782
"ILR1","FAD",14.8,0.925207979199721
"ILR1","FAD",14.9,0.924788443452618
"ILR1","FAD",15,0.92437423173409
"ILR1","FAD",15.1,0.923965536217752
"ILR1","FAD",15.2,0.923559607528111
"ILR1","FAD",15.3,0.923135543118531
"ILR1","FAD",15.4,0.922665522354653
"ILR1","FAD",15.5,0.922121710983836
"ILR1","FAD",15.6,0.921476274753438
"ILR1","FAD",15.7,0.920702421203505
"ILR1","FAD",15.8,0.919807775617777
"ILR1","FAD",15.9,0.918841442063023
"ILR1","FAD",16,0.917854994040539
"ILR1","FAD",16.1,0.91690000505162
"ILR1","FAD",16.2,0.916028048597564
"ILR1","FAD",16.3,0.915281074940814
"ILR1","FAD",16.4,0.914662541388432
"ILR1","FAD",16.5,0.914166282008626
"ILR1","FAD",16.6,0.913786130869603
"ILR1","FAD",16.7,0.913515922039575
"ILR1","FAD",16.8,0.913348551168519
"ILR1","FAD",16.9,0.913261151412683
"ILR1","FAD",17,0.913217776724216
"ILR1","FAD",17.1,0.913182085160076
"ILR1","FAD",17.2,0.913117734777221
"ILR1","FAD",17.3,0.912988411961768
"ILR1","FAD",17.4,0.912772194313304
"ILR1","FAD",17.5,0.912484922202191
"ILR1","FAD",17.6,0.912148555097428
"ILR1","FAD",17.7,0.911785052468019
"ILR1","FAD",17.8,0.911416373782963
"ILR1","FAD",17.9,0.911062062705997
"ILR1","FAD",18,0.910717930029939
"ILR1","FAD",18.1,0.910366316017451
"ILR1","FAD",18.2,0.909989406319658
"ILR1","FAD",18.3,0.909569386587687
"ILR1","FAD",18.4,0.909088613697532
"ILR1","FAD",18.5,0.90854436249206
"ILR1","FAD",18.6,0.9079601908318
"ILR1","FAD",18.7,0.907362331965892
"ILR1","FAD",18.8,0.906777019143471
"ILR1","FAD",18.9,0.906230485613677
"ILR1","FAD",19,0.905745003792
"ILR1","FAD",19.1,0.905318402615928
"ILR1","FAD",19.2,0.904939195728999
"ILR1","FAD",19.3,0.904595878437561
"ILR1","FAD",19.4,0.904276946047963
"ILR1","FAD",19.5,0.903971038257657
"ILR1","FAD",19.6,0.903671565018337
"ILR1","FAD",19.7,0.903377685186757
"ILR1","FAD",19.8,0.903088899880066
"ILR1","FAD",19.9,0.902804710215411
"ILR1","FAD",20,0.902524617309941
"ILR1","FMN",4.8,1.02555625967822
"ILR1","FMN",4.9,0.993739183295932
"ILR1","FMN",5,0.967928651976876
"ILR1","FMN",5.1,0.947781312059343
"ILR1","FMN",5.2,0.932953809881621
"ILR1","FMN",5.3,0.923102791782001
"ILR1","FMN",5.4,0.917855325383777
"ILR1","FMN",5.5,0.916341648331831
"ILR1","FMN",5.6,0.917279744930815
"ILR1","FMN",5.7,0.919375120964992
"ILR1","FMN",5.8,0.92133328221863
"ILR1","FMN",5.9,0.921860610075595
"ILR1","FMN",6,0.920108290519353
"ILR1","FMN",6.1,0.916394683807494
"ILR1","FMN",6.2,0.9112272797124
"ILR1","FMN",6.3,0.905113568006448
"ILR1","FMN",6.4,0.89856103846202
"ILR1","FMN",6.5,0.892054261408239
"ILR1","FMN",6.6,0.885852646563691
"ILR1","FMN",6.7,0.880087804831369
"ILR1","FMN",6.8,0.8748898802699
"ILR1","FMN",6.9,0.870389016937908
"ILR1","FMN",7,0.866714647535414
"ILR1","FMN",7.1,0.863934227643957
"ILR1","FMN",7.2,0.86200601929917
"ILR1","FMN",7.3,0.860877169558479
"ILR1","FMN",7.4,0.860494825479311
"ILR1","FMN",7.5,0.860806134119092
"ILR1","FMN",7.6,0.861760391335044
"ILR1","FMN",7.7,0.863320153864594
"ILR1","FMN",7.8,0.865453032103948
"ILR1","FMN",7.9,0.868126646397455
"ILR1","FMN",8,0.871308617089468
"ILR1","FMN",8.1,0.874964349663913
"ILR1","FMN",8.2,0.878986077178871
"ILR1","FMN",8.3,0.883177848434819
"ILR1","FMN",8.4,0.887338462192706
"ILR1","FMN",8.5,0.891266717213486
"ILR1","FMN",8.6,0.894761412258111
"ILR1","FMN",8.7,0.897664880910058
"ILR1","FMN",8.8,0.899993596042895
"ILR1","FMN",8.9,0.901807565352717
"ILR1","FMN",9,0.903166796535617
"ILR1","FMN",9.1,0.904131297287689
"ILR1","FMN",9.2,0.904761174246102
"ILR1","FMN",9.3,0.905118195948905
"ILR1","FMN",9.4,0.905265509925389
"ILR1","FMN",9.5,0.905266305445611
"ILR1","FMN",9.6,0.905183771779626
"ILR1","FMN",9.7,0.905081052467143
"ILR1","FMN",9.8,0.904998060029831
"ILR1","FMN",9.9,0.904913748432193
"ILR1","FMN",10,0.90479719388303
"ILR1","FMN",10.1,0.904617472591145
"ILR1","FMN",10.2,0.904343660765339
"ILR1","FMN",10.3,0.903950508375211
"ILR1","FMN",10.4,0.903468504416409
"ILR1","FMN",10.5,0.902959774774781
"ILR1","FMN",10.6,0.902486808456863
"ILR1","FMN",10.7,0.90211209446919
"ILR1","FMN",10.8,0.901897705495105
"ILR1","FMN",10.9,0.90186944205971
"ILR1","FMN",11,0.901989199077885
"ILR1","FMN",11.1,0.902212366414614
"ILR1","FMN",11.2,0.902494333934879
"ILR1","FMN",11.3,0.902790491503662
"ILR1","FMN",11.4,0.903065368677632
"ILR1","FMN",11.5,0.903339898758904
"ILR1","FMN",11.6,0.903656510250411
"ILR1","FMN",11.7,0.904057673968474
"ILR1","FMN",11.8,0.904585860729411
"ILR1","FMN",11.9,0.905283200928032
"ILR1","FMN",12,0.906180578441106
"ILR1","FMN",12.1,0.90729532332601
"ILR1","FMN",12.2,0.90864395871506
"ILR1","FMN",12.3,0.910243007740575
"ILR1","FMN",12.4,0.91210899353487
"ILR1","FMN",12.5,0.914227077969392
"ILR1","FMN",12.6,0.91645697787211
"ILR1","FMN",12.7,0.918627048810117
"ILR1","FMN",12.8,0.920565646350512
"ILR1","FMN",12.9,0.922101126060392
"ILR1","FMN",13,0.923072032098214
"ILR1","FMN",13.1,0.923488045117964
"ILR1","FMN",13.2,0.923500849265733
"ILR1","FMN",13.3,0.923266426999588
"ILR1","FMN",13.4,0.922940760777601
"ILR1","FMN",13.5,0.922679727769718
"ILR1","FMN",13.6,0.922585718779524
"ILR1","FMN",13.7,0.922620775542968
"ILR1","FMN",13.8,0.922724197561481
"ILR1","FMN",13.9,0.922835284336496
"ILR1","FMN",14,0.922893335369446
"ILR1","FMN",14.1,0.922842253712061
"ILR1","FMN",14.2,0.9226711676942
"ILR1","FMN",14.3,0.922394875042185
"ILR1","FMN",14.4,0.922028468109558
"ILR1","FMN",14.5,0.921587039249863
"ILR1","FMN",14.6,0.921085718904092
"ILR1","FMN",14.7,0.920542955882738
"ILR1","FMN",14.8,0.919983045420592
"ILR1","FMN",14.9,0.919430877868921
"ILR1","FMN",15,0.918911343578999
"ILR1","FMN",15.1,0.918449332902095
"ILR1","FMN",15.2,0.91806345391084
"ILR1","FMN",15.3,0.917733544874956
"ILR1","FMN",15.4,0.917424669075511
"ILR1","FMN",15.5,0.917101860708949
"ILR1","FMN",15.6,0.916730153971714
"ILR1","FMN",15.7,0.916275385826106
"ILR1","FMN",15.8,0.915729914239729
"ILR1","FMN",15.9,0.915118059154068
"ILR1","FMN",16,0.914466043363006
"ILR1","FMN",16.1,0.913800089660426
"ILR1","FMN",16.2,0.913146420840212
"ILR1","FMN",16.3,0.912531191048782
"ILR1","FMN",16.4,0.9119802798427
"ILR1","FMN",16.5,0.911519498131065
"ILR1","FMN",16.6,0.911174656822976
"ILR1","FMN",16.7,0.910971566827532
"ILR1","FMN",16.8,0.910933360889722
"ILR1","FMN",16.9,0.911038186966745
"ILR1","FMN",17,0.911226866103508
"ILR1","FMN",17.1,0.911439089494438
"ILR1","FMN",17.2,0.911614548333961
"ILR1","FMN",17.3,0.91169297748674
"ILR1","FMN",17.4,0.911636296299415
"ILR1","FMN",17.5,0.91146463654868
"ILR1","FMN",17.6,0.911207562783089
"ILR1","FMN",17.7,0.910894639551199
"ILR1","FMN",17.8,0.910555431401567
"ILR1","FMN",17.9,0.910217062357539
"ILR1","FMN",18,0.909882680722814
"ILR1","FMN",18.1,0.909541826432529
"ILR1","FMN",18.2,0.909183883228208
"ILR1","FMN",18.3,0.908798234851373
"ILR1","FMN",18.4,0.908374417261294
"ILR1","FMN",18.5,0.90791522838838
"ILR1","FMN",18.6,0.907446831587091
"ILR1","FMN",18.7,0.906997768614169
"ILR1","FMN",18.8,0.906596581226356
"ILR1","FMN",18.9,0.906271811180395
"ILR1","FMN",19,0.90604220254578
"ILR1","FMN",19.1,0.905866034960965
"ILR1","FMN",19.2,0.905678545355498
"ILR1","FMN",19.3,0.90541492529927
"ILR1","FMN",19.4,0.905010366362166
"ILR1","FMN",19.5,0.90440259319793
"ILR1","FMN",19.6,0.903613016045433
"ILR1","FMN",19.7,0.902763899408137
"ILR1","FMN",19.8,0.90198351213642
"ILR1","FMN",19.9,0.901400123080657
"ILR1","FMN",20,0.901142001091227
"ILR1","GLC",4.8,0.958272502431034
"ILR1","GLC",4.9,0.960680919972413
"ILR1","GLC",5,0.96294707162504
"ILR1","GLC",5.1,0.96522179164514
"ILR1","GLC",5.2,0.967655914288942
"ILR1","GLC",5.3,0.970400273812671
"ILR1","GLC",5.4,0.973578437375809
"ILR1","GLC",5.5,0.976855970122228
"ILR1","GLC",5.6,0.97951840203494
"ILR1","GLC",5.7,0.980839759790514
"ILR1","GLC",5.8,0.980094070065522
"ILR1","GLC",5.9,0.976556241755581
"ILR1","GLC",6,0.969949351030312
"ILR1","GLC",6.1,0.961172472044083
"ILR1","GLC",6.2,0.95131523826462
"ILR1","GLC",6.3,0.941467283159646
"ILR1","GLC",6.4,0.93271824019689
"ILR1","GLC",6.5,0.926051829721386
"ILR1","GLC",6.6,0.921411281560873
"ILR1","GLC",6.7,0.918149253970977
"ILR1","GLC",6.8,0.915611626767471
"ILR1","GLC",6.9,0.913144279766128
"ILR1","GLC",7,0.910097027304085
"ILR1","GLC",7.1,0.90616247889227
"ILR1","GLC",7.2,0.901637193070903
"ILR1","GLC",7.3,0.896879205276511
"ILR1","GLC",7.4,0.892246550945618
"ILR1","GLC",7.5,0.888097265514748
"ILR1","GLC",7.6,0.884724516536138
